,"קרנות השקעה אחרות בחו""ל",,,,,,,,,,,,,,
,"Advent International GPE VI, L.P. (4",40000523,אירו,30/06/13,"184,830.00",100.00,792.11,0.00,0.08,0.00,,,,,
,"APAX Europe VII - B, L.P. (1",40000531,אירו,30/06/13,"51,065.00",100.00,218.84,0.00,0.02,0.00,,,,,
,CapVis Equity IV,41000828,אירו,30/06/14,"569,667.00",100.00,"2,441.36",0.00,0.25,0.00,,,,,
,"Carlyle Europe Partners III, L.P. (3",40000549,אירו,30/06/13,"314,967.00",100.00,"1,349.82",0.00,0.14,0.00,,,,,
,"Carlyle Partners IV, L.P. (3",40000556,אירו,30/06/13,"14,375.00",100.00,61.61,0.00,0.01,0.00,,,,,
,"CVC European Equity Partners Tandem Fund (A), L.P",40000564,אירו,30/06/13,"50,184.00",100.00,215.07,0.00,0.02,0.00,,,,,
,"CVC European Equity Partners V, L.P. (4",40000572,אירו,30/06/13,"94,566.00",100.00,405.27,0.00,0.04,0.00,,,,,
,Egeria Private Equity Fund IV,41000804,אירו,30/06/13,"454,646.00",100.00,"1,948.43",0.00,0.20,0.00,,,,,
,"Equistone Partners Europe Fund IV, L.P",41000812,אירו,30/06/13,"2,727,864.00",100.00,"11,690.53",0.00,1.20,0.02,,,,,
,"Fourth Cinven Fund, L.P. (3",40000580,אירו,30/06/13,"246,312.00",100.00,"1,055.59",0.00,0.11,0.00,,,,,
,"Green Equity Investors Side V, L.P. (1",40000606,אירו,30/06/13,"139,666.00",100.00,598.55,0.00,0.06,0.00,,,,,
,Hadler GIMV Germany II,40000812,אירו,31/12/13,"240,337.00",100.00,"1,029.99",0.00,0.11,0.00,,,,,
,HgCapital 7 L.P. (1,41000820,אירו,30/09/13,"919,017.00",100.00,"3,938.54",0.00,0.40,0.01,,,,,
,HgCapital Mercury C L.P,41000858,אירו,30/06/15,"262,103.00",100.00,"1,123.27",0.00,0.12,0.00,,,,,
,"Investcorp Private Equity 2007 Fund, L.P. (2",40000614,אירו,30/06/13,"373,426.00",100.00,"1,600.35",0.00,0.16,0.00,,,,,
,ISIS IV LP (1,40000622,אירו,30/06/13,"251,536.00",100.00,"1,077.98",0.00,0.11,0.00,,,,,
,"KKR European Fund III, L.P. (2",40000630,אירו,30/06/13,"230,240.00",100.00,986.72,0.00,0.10,0.00,,,,,
,"Madison Dearborn Capital Partners VI-C, L.P. (1",40000655,אירו,30/06/13,"140,679.00",100.00,602.89,0.00,0.06,0.00,,,,,
,PAI Europe IV (2,40000663,אירו,30/06/13,"53,360.00",100.00,228.68,0.00,0.02,0.00,,,,,
,PAI Europe V (2,40000671,אירו,30/06/13,"209,235.00",100.00,896.70,0.00,0.09,0.00,,,,,
,"Partners Group Direct Investments 2009, L.P.(6",40000481,אירו,30/06/13,"7,479,916.00",100.00,"32,055.93",0.00,3.28,0.05,,,,,
,"Partners Group Direct Investments 2012 EUR, LP Inc",41000838,אירו,30/06/13,"2,511,967.00",100.00,"10,765.29",0.00,1.10,0.02,,,,,
,"Partners Group Direct Mezzanine 2011, L.P. Inc. (6",41000846,אירו,30/06/13,"1,414,004.00",100.00,"6,059.86",0.00,0.62,0.01,,,,,
,Partners Group Direct Mezzanine 2013,41000842,אירו,30/06/14,"692,972.00",100.00,"2,969.80",0.00,0.30,0.00,,,,,
,"Partners Group European Buyout 2008 (B), L.P. (7",40000499,אירו,30/06/13,"3,659,496.00",100.00,"15,683.14",0.00,1.61,0.02,,,,,
,"Partners Group European Mezzanine 2008, L.P. (4",40000507,אירו,30/06/13,"5,134,573.00",100.00,"22,004.73",0.00,2.25,0.03,,,,,
,"Partners Group European SMC Buyout 2011, L.P. Inc",40000515,אירו,30/06/13,"4,354,100.00",100.00,"18,659.93",0.00,1.91,0.03,,,,,
,"Pooling Blackstone Capital Partners V, L.P",40000689,אירו,30/06/13,"246,999.00",100.00,"1,058.54",0.00,0.11,0.00,,,,,
,"Pooling Carlyle Partners V, L.P",40000697,אירו,30/06/13,"638,772.00",100.00,"2,737.52",0.00,0.28,0.00,,,,,
,"Pooling KKR 2006 Fund, L.P",40000705,אירו,30/06/13,"375,952.00",100.00,"1,611.18",0.00,0.17,0.00,,,,,
,Pooling Project Bonhomme,41000852,אירו,31/12/13,"1,489,053.00",100.00,"6,381.49",0.00,0.65,0.01,,,,,
,Pooling Project Cirrus,40000713,אירו,30/06/13,"305,942.00",100.00,"1,311.15",0.00,0.13,0.00,,,,,
,Pooling Project Dallas III,40000721,אירו,30/06/13,"661,904.00",100.00,"2,836.66",0.00,0.29,0.00,,,,,
,Pooling Project GPG,40000739,אירו,30/06/13,"269,795.00",100.00,"1,156.23",0.00,0.12,0.00,,,,,
,Pooling Project GT,40000747,אירו,30/06/13,"471,294.00",100.00,"2,019.78",0.00,0.21,0.00,,,,,
,Pooling Project Hg,40000804,אירו,30/09/13,"634,270.00",100.00,"2,718.23",0.00,0.28,0.00,,,,,
,Pooling Project Madrid,41000860,אירו,31/12/15,"553,691.00",100.00,"2,372.90",0.00,0.24,0.00,,,,,
,Pooling Project Poseidon,41000855,אירו,31/12/14,"1,474,778.00",100.00,"6,320.31",0.00,0.65,0.01,,,,,
,Pooling Project Roadrunner,41000856,אירו,31/12/14,"587,943.00",100.00,"2,519.69",0.00,0.26,0.00,,,,,
,Pooling Project Wallaby 5,40000754,אירו,30/06/13,"283,533.00",100.00,"1,215.11",0.00,0.12,0.00,,,,,
,Pooling Project Wallaby 5,41000853,אירו,30/06/13,"907,307.00",100.00,"3,888.35",0.00,0.40,0.01,,,,,
,Pooling Vitruvian Investment Partnership II,41000848,אירו,30/06/14,"772,700.00",100.00,"3,311.48",0.00,0.34,0.00,,,,,
,"ProA Capital Iberian Buyout Fund II, F.C.R",41000857,אירו,31/12/14,"160,273.00",100.00,686.87,0.00,0.07,0.00,,,,,
,"Third Cinven Fund (No.4), L.P. (2",40000762,אירו,30/06/13,"11,578.00",100.00,49.62,0.00,0.01,0.00,,,,,
,Trilantic Capital Partners IV (Europe) L.P. (1,40000770,אירו,30/06/13,"253,717.00",100.00,"1,087.33",0.00,0.11,0.00,,,,,
,"Warburg Pincus Private Equity IX, L.P. (2",40000788,אירו,30/06/13,"21,273.00",100.00,91.17,0.00,0.01,0.00,,,,,
,"Warburg Pincus Private Equity X, L.P. (3",40000796,אירו,30/06/13,"135,997.00",100.00,582.83,0.00,0.06,0.00,,,,,
,מאזני Amitim Fund I+II נטו,40000861,אירו,30/06/13,"567,218.13",100.00,"2,430.87",0.00,0.29,0.07,,,,,
,HL International Feeder H-Aion- Aion,60312816,דולר אמריקאי,23/08/13,"908,055.00",76.06,"2,601.09",0.00,0.27,0.00,,,,,
,American Industrial Partners  VI- AIP,60395118,דולר אמריקאי,21/01/16,"34,210.83",47.22,60.84,0.00,0.01,0.00,,,,,
,American Securities Opportunities II- American Securities,9840579,דולר אמריקאי,08/02/10,"3,932,161.50",90.80,"13,445.85",0.00,1.38,0.02,,,,,
,American Securities Opportunities III- American Securities,60335809,דולר אמריקאי,18/12/14,"436,861.00",87.69,"1,442.67",0.00,0.15,0.00,,,,,
,American Securities VI- American Securities,60287034,דולר אמריקאי,18/11/11,"5,267,036.62",141.35,"28,037.55",0.00,2.87,0.04,,,,,
,Apax Europe VII - B- Apax,9840622,אירו,13/08/07,"1,985,000.00",53.65,"4,563.91",0.00,0.47,0.01,,,,,
,Apollo VIII- Apollo,60344975,דולר אמריקאי,11/12/13,"814,458.09",89.42,"2,742.61",0.00,0.28,0.00,,,,,
,Baring Vostok V- Baring Vostok,60302569,דולר אמריקאי,23/08/12,"1,397,498.86",52.33,"2,753.85",0.00,0.28,0.00,,,,,
,BC European Partners IX- BC Partners,60294154,אירו,05/03/12,"3,807,594.34",81.47,"13,293.92",0.00,1.36,0.02,,,,,
,Blackstone Energy- Blackstone,9988718,דולר אמריקאי,31/10/11,"8,980,418.54",115.06,"38,914.06",0.00,3.99,0.06,,,,,
,Blackstone VI- Blackstone,60265089,דולר אמריקאי,26/01/11,"5,693,968.52",120.78,"25,898.93",0.00,2.65,0.04,,,,,
,Castlelake IV- Castlelake,60397551,דולר אמריקאי,10/12/15,"730,994.00",100.00,"2,752.92",0.00,0.28,0.00,,,,,
,CDH Fund V- CDH,60323052,דולר אמריקאי,02/12/13,"1,428,313.00",104.59,"5,626.03",0.00,0.58,0.01,,,,,
,Clessidra Capital Prtners III- Clessidra,41000859,אירו,30/09/15,"967,300.00",100.00,"4,145.46",0.00,0.42,0.01,,,,,
,Coller International VI- Coller,60303385,דולר אמריקאי,22/06/12,"6,477,673.31",111.98,"27,317.55",0.00,2.80,0.04,,,,,
,Coller International VII- Coller,60397650,דולר אמריקאי,21/01/16,"217,844.66",65.55,537.78,0.00,0.06,0.00,,,,,
,Creador II- Creador,60372851,דולר אמריקאי,13/11/14,"1,008,000.00",109.98,"4,175.12",0.00,0.43,0.01,,,,,
,Crystal- Crystal,9840671,דולר אמריקאי,15/05/06,"1,986,290.00",10.34,773.46,0.00,0.08,0.00,,,,,
,Elysian Capital II- Elysian,60391323,לירה שטרלינג,04/08/15,"72,929.58",69.29,274.22,0.00,0.03,0.00,,,,,
,Energy Capital Partners II- Energy Capital Partners,9840771,דולר אמריקאי,05/08/10,"6,609,500.00",69.44,"17,284.02",0.00,1.77,0.02,,,,,
,Energy Capital Partners III- Energy Capital Partners,60350733,דולר אמריקאי,22/04/14,"546,893.00",88.45,"1,821.64",0.00,0.19,0.00,,,,,
,Enhanced Equity Fund II- Enhanced Equity,9840553,דולר אמריקאי,27/05/10,"3,941,044.32",58.13,"8,627.77",0.00,0.88,0.01,,,,,
,Ethos PE VI- Ethos,60311032,דולר אמריקאי,29/01/13,"1,481,449.35",68.63,"3,829.10",0.00,0.39,0.01,,,,,
,Gavea Investment V- Gavea,60357506,דולר אמריקאי,06/11/14,"157,500.00",77.13,457.48,0.00,0.05,0.00,,,,,
,GEMS Progressive Multy STR- GEMS Investment,KYG378821345,דולר אמריקאי,26/11/13,92.61,"10,000.00",34.88,0.00,0.00,0.00,,,,,
,Gridiron Capital II- Gridiron Capital,60304870,דולר אמריקאי,03/07/12,"3,206,775.70",103.16,"12,458.75",0.00,1.28,0.02,,,,,
,Gridiron Capital III- Gridiron Capital,60391331,דולר אמריקאי,14/08/15,"428,207.00",94.80,"1,528.70",0.00,0.16,0.00,,,,,
,H.I.G.Opportunity Fund II- H.I.G. Opportunity Fund II,9840770,דולר אמריקאי,27/07/10,"4,485,260.13",71.22,"12,030.19",0.00,1.23,0.02,,,,,
,Hahn   Co. II- Hahn   Co.,60374196,דולר אמריקאי,05/01/15,"397,230.00",89.96,"1,345.83",0.00,0.14,0.00,,,,,
,Hamilton Lane Secondary II- Hamilton Lane,9840569,דולר אמריקאי,27/02/09,"4,398,373.99",21.44,"3,550.93",0.00,0.36,0.01,,,,,
,HL International Feeder H1-A- Hamilton Lane,60337086,דולר אמריקאי,29/08/13,"4,966,967.00",120.45,"22,531.72",0.00,2.31,0.03,,,,,
,HL International Feeder H1-B- Hamilton Lane,60395779,דולר אמריקאי,19/06/15,"5,367,523.00",98.62,"19,935.82",0.00,2.04,0.03,,,,,
,HL International Feeder H2-Secondary- Hamilton Lane,60337078,דולר אמריקאי,27/09/13,"1,623,057.00",122.81,"7,506.51",0.00,0.77,0.01,,,,,
,Secondary SPV-4-Providence- Hamilton Lane,60333382,דולר אמריקאי,27/06/13,"850,860.00",71.40,"2,287.84",0.00,0.23,0.00,,,,,
,HarborVest VI Asia Pacific- Harbourvest,9840574,דולר אמריקאי,27/10/09,"9,157,500.00",97.74,"33,706.32",0.00,3.45,0.05,,,,,
,HV - HIPEP V- Harbourvest,9840649,אירו,21/11/06,"4,465,000.00",53.98,"10,330.12",0.00,1.06,0.01,,,,,
,HV VIII Buyout- Harbourvest,9840681,דולר אמריקאי,19/12/06,"15,555,000.00",64.07,"37,534.16",0.00,3.85,0.05,,,,,
,HV VIII Mezzanine- Harbourvest,9840683,דולר אמריקאי,19/12/06,"3,307,500.00",47.06,"5,861.22",0.00,0.60,0.01,,,,,
,HV VIII Venture- Harbourvest,9840682,דולר אמריקאי,19/12/06,"3,412,500.00",89.49,"11,500.14",0.00,1.18,0.02,,,,,
,High Road Capital II- HighRoad,60328044,דולר אמריקאי,03/05/13,"2,453,690.00",97.17,"8,979.47",0.00,0.92,0.01,,,,,
,ICG VI- ICG Europe VI LP,60385416,אירו,22/04/15,"32,320.00",48.21,66.78,0.00,0.01,0.00,,,,,
,IDG China Capital Fund III- IDG China Capital Fund,60392545,דולר אמריקאי,11/09/15,"330,000.00",96.94,"1,204.74",0.00,0.12,0.00,,,,,
,Insight Equity III- Insight Equity,60346236,דולר אמריקאי,08/09/14,"223,387.00",74.15,623.78,0.00,0.06,0.00,,,,,
,J.H. Whitney VII- J.H. Whitney,9840767,דולר אמריקאי,13/10/10,"6,234,374.00",90.36,"21,215.99",0.00,2.17,0.03,,,,,
,Kohlberg Investors VII- Kohlberg,9988726,דולר אמריקאי,27/06/12,"3,911,563.00",95.27,"14,034.00",0.00,1.44,0.02,,,,,
,Kohlberg IV Secondary- Kohlberg,60300936,דולר אמריקאי,15/05/12,"171,046.80",82.82,533.51,0.00,0.05,0.00,,,,,
,Kohlberg V Secondary- Kohlberg,60300944,דולר אמריקאי,15/05/12,"723,672.44",41.93,"1,142.73",0.00,0.12,0.00,,,,,
,Kohlberg VI Secondary- Kohlberg,60297710,דולר אמריקאי,02/04/12,"862,643.28",24.14,784.26,0.00,0.08,0.00,,,,,
,KPS SS III- KPS Special Situations,9840602,דולר אמריקאי,27/08/09,"3,092,627.80",83.76,"9,755.49",0.00,1.00,0.01,,,,,
,Levine Leichtman IV- Levine Leichtman,9840548,דולר אמריקאי,26/05/09,"3,811,296.00",66.06,"9,481.92",0.00,0.97,0.01,,,,,
,Levine Leichtman V- Levine Leichtman,60333663,דולר אמריקאי,15/07/13,"414,601.24",107.89,"1,684.63",0.00,0.17,0.00,,,,,
,Lindsay Goldberg III- Lindsay Goldberg,9840550,דולר אמריקאי,23/04/09,"4,668,558.00",69.45,"12,210.39",0.00,1.25,0.02,,,,,
,NG Capital II- NG Capital,60323060,דולר אמריקאי,24/07/13,"593,599.00",92.56,"2,069.26",0.00,0.21,0.00,,,,,
,Odyssey Investment Partners IV- Odyssey Investment,9840568,דולר אמריקאי,19/03/09,"3,458,049.50",72.80,"9,480.91",0.00,0.97,0.01,,,,,
,OHA Strategic Credit Fund II- OHA,9840606,דולר אמריקאי,26/08/09,"2,638,983.00",41.09,"4,083.98",0.00,0.42,0.01,,,,,
,Pantheon Europe VI- Pantheon,9840565,אירו,12/11/08,"8,240,000.00",87.37,"30,851.82",0.00,3.16,0.04,,,,,
,Platinum Equity III- Platinum Equity,60289782,דולר אמריקאי,06/01/12,"4,557,482.00",81.52,"13,990.84",0.00,1.43,0.02,,,,,
,Ridgemont Equity I- Ridgemont Equity,60318607,דולר אמריקאי,28/12/12,"6,989,984.88",93.57,"24,631.71",0.00,2.52,0.04,,,,,
,SSG Capital II- SSG Capital,60314341,דולר אמריקאי,20/11/12,"2,905,419.62",88.31,"9,663.24",0.00,0.99,0.01,,,,,
,SSG Capital III- SSG Capital,60353299,דולר אמריקאי,17/06/14,"353,979.26",84.91,"1,131.98",0.00,0.12,0.00,,,,,
,TPG Opportunity II- TPG,9988965,דולר אמריקאי,01/03/12,"5,279,695.00",72.13,"14,342.30",0.00,1.47,0.02,,,,,
,TZP Capital II- TZP Group,60334695,דולר אמריקאי,18/12/13,"261,756.03",111.36,"1,097.79",0.00,0.11,0.00,,,,,
,Waterland PE Fund VI- Waterland,60385259,אירו,16/07/15,"60,433.41",59.87,155.06,0.00,0.02,0.00,,,,,
,Waterton Precious Metals II- Waterton,60341914,דולר אמריקאי,20/12/13,"595,021.00",105.10,"2,355.10",0.00,0.24,0.00,,,,,
,ZM Capital II- ZM Capital,60391299,דולר אמריקאי,18/08/15,"270,823.16",70.46,718.68,0.00,0.07,0.00,,,,,
,"סה""כ קרנות השקעה אחרות בחו""ל",,,,"227,238,938.50",,"776,659.62",,79.59,1.11,,,,,
,"סה""כ בחו""ל",,,,"231,343,300.50",,"796,452.81",,81.61,1.14,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
