,Yacktman US- Heptagon  Capital LLP,IE00B61H9W66,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"61,259.30","15,232.96","35,142.82",1.54,1.37,0.05,,
,"סה""כ תעודות השתתפות בקרנות נאמנות בחו""ל",,,,,,,,"53,101,739.40",,"2,559,380.98",,100.00,3.66,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
