,קומפיוגן- קומפיוגן,1085208,TASE,,2188,מכשור רפואי,שקל חדש,"60,403.00","2,121.00","1,281.15",0.12,0.09,0.00
,בזן- בזן בתי זיקוק לנפט,2590248,TASE,,259,מסחר,שקל חדש,"814,831.00",144.00,"1,173.36",0.03,0.08,0.00
,דלתא- דלתא גליל,627034,TASE,,627,מסחר,שקל חדש,"6,193.00","10,190.00",631.07,0.02,0.04,0.00
,ארפורט סיטי- איירפורט סיטי,1095835,TASE,,1300,"נדל""ן ובינוי",שקל חדש,"84,394.50","3,676.00","3,102.34",0.08,0.21,0.00
,ביג- ביג מרכזי קניות,1097260,TASE,,1327,"נדל""ן ובינוי",שקל חדש,"4,822.00","21,250.00","1,024.68",0.04,0.07,0.00
,גב ים  1- גב ים,759019,TASE,,759,"נדל""ן ובינוי",שקל חדש,"1,111.00","129,700.00","1,440.97",0.06,0.10,0.00
,נורסטאר החזקות אינק- נורסטאר החזקות אינכ,723007,TASE,,723,"נדל""ן ובינוי",שקל חדש,"41,744.00","5,328.00","2,224.12",0.16,0.15,0.00
,שיכון ובינוי- שיכון ובינוי,1081942,TASE,,1068,"נדל""ן ובינוי",שקל חדש,"961,450.00",667.00,"6,412.87",0.24,0.43,0.01
,"שפיר הנדסה ותעשיה בע""מ",1133875,TASE,,9100,"נדל""ן ובינוי",שקל חדש,"128,489.00",601.80,773.25,0.04,0.05,0.00
,דלק רכב- דלק רכב,829010,TASE,,829,שירותים,שקל חדש,"72,737.00","3,634.00","2,643.26",0.08,0.18,0.00
,פרטנר- פרטנר,1083484,TASE,,2095,שירותים,שקל חדש,"154,039.00","1,765.00","2,718.79",0.10,0.18,0.00
,רמי לוי- רמי לוי שיווק השקמה,1104249,TASE,,8264,שירותים,שקל חדש,"9,795.00","14,590.00","1,429.09",0.07,0.09,0.00
,שופרסל- שופרסל,777037,TASE,,777,שירותים,שקל חדש,"466,032.00","1,262.00","5,881.32",0.22,0.39,0.01
,דש איפקס- דש איפקס,1081843,TASE,,1064,שירותים פיננסיים,שקל חדש,"142,727.00","1,089.00","1,554.30",0.21,0.10,0.00
,"סה""כ תל אביב 75",,,,,,,"14,177,655.77",,"72,117.71",,4.79,0.10
,מניות היתר,,,,,,,,,,,,
,נייר חדרה- נייר חדרה,632018,TASE,,632,מסחר,שקל חדש,"19,202.00","10,620.00","2,039.25",0.30,0.14,0.00
,מגדלי תיכון מר- מגדלי הים התיכון,1131523,TASE,,9061,"נדל""ן ובינוי",שקל חדש,"23,109.00",458.00,105.84,0.02,0.01,0.00
,אשטרום- קבוצת אשטרום,1132315,TASE,,1618,"נדל""ן ובינוי",שקל חדש,"393,313.00",871.30,"3,426.94",0.48,0.23,0.00
,"אלקטרה מ.צריכה (1970) מר- אלקטרה מוצרי צריכה בע""מ",5010129,TASE,,8475,שירותים,שקל חדש,"106,510.00","3,100.00","3,301.81",0.49,0.22,0.00
,סקופ- סקופ,288019,TASE,,288,שירותים,שקל חדש,"92,228.00","4,400.00","4,058.03",0.85,0.27,0.01
,"סה""כ מניות היתר",,,,,,,"634,362.00",,"12,931.87",,0.86,0.02
,call 001 אופציות,,,,,,,,,,,,
,0,0,,,,0,0,0.00,0.00,0.00,0.00,0.00,0.00
,"סה""כ call 001 אופציות",,,,,,,0.00,,0.00,,0.00,0.00
,"סה""כ בישראל",,,,,,,"139,582,839.15",,"1,334,572.19",,88.64,1.91
,"בחו""ל",,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,
,NVMI US- נובה מכשירי מדידה,IL0010845571,NASDAQ,בלומברג,2177,חשמל,דולר אמריקאי,"14,163.00","1,041.00",555.25,0.05,0.04,0.00
,MAZOR ROBOTICS LTD-SPON ADR- מזור רובוטיקה,US57886P1030,NASDAQ,בלומברג,1487,מכשור רפואי,דולר אמריקאי,"4,124.00","1,244.00",193.21,0.02,0.01,0.00
,CGEN US- קומפיוגן,IL0010852080,NASDAQ,בלומברג,2188,מכשור רפואי,דולר אמריקאי,"50,313.00",558.00,"1,057.29",0.10,0.07,0.00
,EVGN US- אבוג'ן,IL0011050551,NASDAQ,בלומברג,1461,מסחר,דולר אמריקאי,"13,139.00",651.00,322.12,0.05,0.02,0.00
,Opko Health Inc- אופקו,US68375N1037,NYSE,בלומברג,9052,מסחר,דולר אמריקאי,"637,757.00","1,039.00","24,954.63",0.12,1.66,0.04
,Teva US- טבע,US8816242098,NYSE,בלומברג,629,מסחר,דולר אמריקאי,"28,107.00","5,351.00","5,664.08",0.00,0.38,0.01
,CHECK POINT- Check point software,IL0010824113,NASDAQ,בלומברג,9112,תוכנה ואינטרנט,דולר אמריקאי,"23,890.00","8,747.00","7,869.65",0.01,0.52,0.01
,Allot Communication US- אלוט תקשורת,IL0010996549,NASDAQ,בלומברג,2252,תוכנה ואינטרנט,דולר אמריקאי,"3,099.00",523.00,61.04,0.01,0.00,0.00
,"סה""כ חברות ישראליות בחו""ל",,,,,,,"774,592.00",,"40,677.27",,2.70,0.06
,"חברות זרות בחו""ל",,,,,,,,,,,,
,MYL US- MYLAN NV,NL0011031208,NASDAQ,בלומברג,9135,מסחר,דולר אמריקאי,"350,597.00","4,635.00","61,198.14",0.07,4.06,0.09
,ORA US- ORMAT TECHNOLOGIES LTD,US6866881021,NYSE,בלומברג,2250,מסחר,דולר אמריקאי,"200,279.00","4,124.00","31,105.30",0.41,2.07,0.04
,Perrigo Co PLC US- PERRIGO,IE00BGH1M568,NASDAQ,בלומברג,1233,מסחר,דולר אמריקאי,"52,670.00","12,793.00","25,375.58",0.04,1.69,0.04
,AMDOCS- AMDOCS,GB0022569080,NASDAQ,בלומברג,9113,תוכנה ואינטרנט,דולר אמריקאי,"31,402.00","6,042.00","7,145.27",0.02,0.47,0.01
,VERINT US- VERINT,US92343X1000,NASDAQ,בלומברג,9116,תוכנה ואינטרנט,דולר אמריקאי,"43,513.00","3,338.00","5,469.98",0.07,0.36,0.01
,"סה""כ חברות זרות בחו""ל",,,,,,,"678,461.00",,"130,294.27",,8.65,0.19
,"סה""כ בחו""ל",,,,,,,"1,453,053.00",,"170,971.54",,11.36,0.24
,בעל ענין/צד קשור *,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
