,Edgewood US Select- Edgewood,LU0952587862,אחר,9139,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"1,188.00","13,994.00",626.09,0.02,2.30,0.01,,
,EDRAM ESF FCP- Edmond de Rothschild,FR0011789627,אחר,8324,"אג""ח מובנות",0,לא מדורג,אירו,"2,495.00","11,047.00","1,181.21",0.22,4.33,0.02,,
,GVF FCP- Edmond de Rothschild,FR0012833663,אחר,8324,"אג""ח מובנות",0,לא מדורג,אירו,787.00,"9,069.00",305.88,0.20,1.12,0.00,,
,Investec UK Alpha- Investec,GB00B7LM4J06,אחר,9125,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"40,293.42",172.61,377.44,0.00,1.38,0.01,,
,JO Hambro Asia,IE00B435PM67,ISE,8387,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"112,024.00",144.20,608.35,0.00,2.23,0.01,,
,JUP EURO SP SITS- Jupiter,GB0004911540,אחר,1284,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"73,736.27",329.26,"1,317.56",0.05,4.83,0.02,,
,Nicholas US Fund- Nicholas,IE00BYZTVX92,אחר,9131,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"2,652.04","9,644.86",963.29,0.20,3.53,0.01,,
,Oppenheimer Emerging Markets- Heptagon  Capital LLP,IE00B6ZZNB36,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"3,637.00","10,490.12","1,436.83",0.12,5.27,0.02,,
,Oppenheimer Global Value- Heptagon  Capital LLP,IE00BH4GYF54,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"3,007.00","9,149.53","1,036.13",0.21,3.80,0.01,,
,Pictet Global Megatrend Z CLASS- PICTET FUNDS EUROPE SA,LU0386869092,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"2,243.00","23,466.00","1,982.21",0.11,7.27,0.03,,
,Pictet Japan Opportunities Z- PICTET FUNDS EUROPE SA,LU047496762,אחר,8453,"אג""ח מובנות",0,לא מדורג,יין יפני,"3,180.89","871,942.01",929.97,0.15,3.41,0.01,,
,Pictet Pacific Ex Japan Index- PICTET FUNDS EUROPE SA,LU0232587906,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,460.00,"34,512.00",597.87,0.08,2.19,0.01,,
,Pimco US Fundamental- PIMCO,GIE00BCZXQR63,אחר,9005,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"32,413.34","1,238.00","1,511.21",0.00,5.54,0.02,,
,Reyl EM- Reyl,LU0704154458,אחר,9049,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"1,784.21","14,941.00","1,003.94",0.02,3.68,0.01,,
,Sands Capital US Growth- Sands Capital,IE00B87KLW75,אחר,9050,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"19,005.00","1,334.00",954.78,0.09,3.50,0.01,,
,SPARX Japan- Sparx,IE00BNGY0956,אחר,9115,"אג""ח מובנות",0,לא מדורג,יין יפני,967.00,"1,189,106.38",385.55,0.05,1.41,0.01,,
,Sphera Healthcare- SPHERA,KYG8347N1566,אחר,9006,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,836.00,"20,814.20",655.31,0.00,2.40,0.01,,
,THEAM Quant - Equity Europe Guru- THEAM BNP,LU1235105779,אחר,9083,"אג""ח מובנות",0,לא מדורג,אירו,460.00,"25,381.00",500.35,0.02,1.83,0.01,,
,THREADNEEDLE EUROPE SELECT- Threadneedle,GB0030810138,אחר,9063,"אג""ח מובנות",0,לא מדורג,אירו,"61,931.98",324.82,862.12,0.00,3.16,0.01,,
,Yacktman US- Heptagon  Capital LLP,IE00B61H9W66,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,729.18,"15,232.96",418.31,0.02,1.53,0.01,,
,"סה""כ תעודות השתתפות בקרנות נאמנות בחו""ל",,,,,,,,"536,427.34",,"27,277.68",,100.00,0.36,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
