,מקמ 1016- ממשלת ישראל,8161010,TASE,RF,מעלות,23/12/15,0.52,שקל חדש,0.00,0.10,"77,019.00",99.95,76.98,0.00,0.02,0.00,,,,,
,מקמ 1116- ממשלת ישראל,8161119,TASE,RF,מעלות,04/11/15,0.59,שקל חדש,0.00,0.10,"16,982,098.00",99.94,"16,971.91",0.19,4.62,0.23,,,,,
,מקמ 117,8170110,TASE,RF,מעלות,06/01/16,0.76,שקל חדש,0.00,0.11,"7,263,543.00",99.92,"7,257.73",0.09,1.98,0.10,,,,,
,מקמ 1216- ממשלת ישראל,8161218,TASE,RF,מעלות,02/12/15,0.68,שקל חדש,0.00,0.09,"13,085,257.00",99.94,"13,077.41",0.15,3.56,0.17,,,,,
,מקמ 227,8170227,TASE,RF,מעלות,03/02/16,0.86,שקל חדש,0.00,0.13,"509,841.00",99.89,509.28,0.01,0.14,0.01,,,,,
,מקמ 516- ממשלת ישראל,8160517,TASE,RF,מעלות,06/05/15,0.09,שקל חדש,0.00,0.22,"2,051,520.00",99.98,"2,051.11",0.02,0.56,0.03,,,,,
,מקמ 816- ממשלת ישראל,8160814,TASE,RF,מעלות,05/08/15,0.34,שקל חדש,0.00,0.09,"13,635,733.00",99.97,"13,631.64",0.15,3.71,0.18,,,,,
,"סה""כ מלווה קצר מועד",,,,,,0.48,,,0.10,"71,795,871.00",,"71,763.28",,19.55,0.96,,,,,
,שחר,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלי 0217- ממשלת ישראל,1101575,TASE,RF,מעלות,11/09/07,0.91,שקל חדש,5.53,0.10,"7,674,121.00",105.40,"8,088.52",0.04,2.20,0.11,,,,,
,ממשלתי שקלי 0324- ממשלת ישראל,1130848,TASE,RF,מעלות,29/07/15,7.14,שקל חדש,3.75,1.58,"1,652,040.00",116.18,"1,919.34",0.01,0.52,0.03,,,,,
,ממשלתי שקלי 0516- ממשלת ישראל,1127166,TASE,RF,מעלות,01/07/15,0.16,שקל חדש,2.50,0.10,"1,578,962.00",102.49,"1,618.28",0.02,0.44,0.02,,,,,
,ממשלתי שקלי 0816- ממשלת ישראל,1122019,TASE,RF,מעלות,01/07/15,0.42,שקל חדש,4.25,0.12,"43,384,206.00",104.21,"45,210.68",0.28,12.31,0.60,,,,,
,ממשלתי שקלי 1026- ממשלת ישראל,1099456,TASE,RF,מעלות,27/06/07,8.35,שקל חדש,6.25,1.89,"21,140,091.00",144.04,"30,450.19",0.13,8.29,0.41,,,,,
,ממשלתי שקלי 142- ממשלת ישראל,1125400,TASE,RF,מעלות,23/02/12,16.28,שקל חדש,5.50,2.93,"11,554,058.00",146.97,"16,981.00",0.08,4.62,0.23,,,,,
,"סה""כ שחר",,,,,,5.48,,,1.12,"86,983,478.00",,"104,268.01",,28.40,1.39,,,,,
,גילון,,,,,,,,,,,,,,,,,,,,
,ממשלתי 0817 ריבית משתנה- ממשלת ישראל,1106970,TASE,RF,מעלות,30/04/15,1.42,שקל חדש,0.14,0.19,"2,688,327.00",99.89,"2,685.37",0.02,0.73,0.04,,,,,
,ממשלתי משתנה 0520- ממשלת ישראל,1116193,TASE,RF,מעלות,10/08/10,4.16,שקל חדש,0.14,0.27,"6,537,431.00",99.32,"6,492.98",0.04,1.77,0.09,,,,,
,ממשלתי משתנה 1121- ממשלת ישראל,1127646,TASE,RF,מעלות,07/03/13,5.65,שקל חדש,0.14,0.29,"8,747,527.00",98.99,"8,659.18",0.09,2.36,0.12,,,,,
,"סה""כ גילון",,,,,,4.47,,,0.27,"17,973,285.00",,"17,837.52",,4.86,0.24,,,,,
,"סה""כ לא צמודות",,,,,,3.53,,,0.66,"176,752,634.00",,"193,868.81",,52.80,2.58,,,,,
,צמודות לדולר,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,6.97,,,0.53,"302,814,041.00",,"357,526.88",,97.38,4.76,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,,,,,,,,,,,,,,,
,ISRAEL 4.625 03/20- ממשלת ישראל,XS0495946070,אחר,A+,S P,20/06/11,3.83,אירו,4.63,0.58,"1,519,000.00",116.69,"7,596.56",0.10,2.07,0.10,,,,,
,ISRAEL 5 1/8 03/19- ממשלת ישראל,US46513E5Y48,אחר,A+,S P,20/06/11,3.00,דולר אמריקאי,5.13,1.76,"377,099.00",110.39,"1,567.78",0.00,0.43,0.02,,,,,
,ISRAEL 6 7/8 10/34- ממשלת ישראל,XS0103500855,אחר,A+,S P,20/06/11,12.22,לירה שטרלינג,6.88,3.83,"60,000.00",143.65,467.73,0.00,0.13,0.01,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,4.10,,,0.93,"1,956,099.00",,"9,632.07",,2.62,0.13,,,,,
,"אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,4.10,,,0.93,"1,956,099.00",,"9,632.07",,2.62,0.13,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
