,פועלים כ.ה.נדחה ד- בנק הפועלים,1940105,TASE,,662,בנקים,AA+,מעלות,14/07/15,0.22,שקל חדש,5.19,-0.76,"58,506.00",136.57,79.90,0.02,0.08,0.00,,
,פועלים כ.התחייבות 10- בנק הפועלים,1940402,TASE,,662,בנקים,AA+,מעלות,29/03/07,2.90,שקל חדש,4.10,0.62,"281,753.00",131.45,370.36,0.01,0.35,0.00,,
,פועלים כ.התחייבות 14- בנק הפועלים,1940501,TASE,,662,בנקים,AA+,מעלות,08/08/11,4.73,שקל חדש,4.00,0.77,"1,002,867.00",122.47,"1,228.21",0.03,1.16,0.02,,
,פועלים כ.התחייבות 15- בנק הפועלים,1940543,TASE,,662,בנקים,AA+,מעלות,18/06/12,5.47,שקל חדש,4.20,0.91,"1,103,382.00",123.33,"1,360.80",0.11,1.29,0.02,,
,פועלים כ.התחייבות ט- בנק הפועלים,1940386,TASE,,662,בנקים,AA+,מעלות,18/01/06,1.21,שקל חדש,4.70,0.23,"183,308.23",126.29,231.50,0.06,0.22,0.00,,
,"פועלים כ.התחייבות י""ב- בנק הפועלים",1940428,TASE,,662,בנקים,AA+,מעלות,15/09/14,0.17,שקל חדש,5.00,-1.51,"1,433,264.54",115.39,"1,653.84",0.70,1.57,0.02,,
,בינלאומי כתב התחיבות ה- בינלאומי,1105576,TASE,,593,בנקים,AA,מעלות,10/06/07,0.69,שקל חדש,3.85,0.22,"69,213.00",122.89,85.06,0.01,0.08,0.00,,
,בינלאומי כתב התחיבות ו- בינלאומי,1110279,TASE,,593,בנקים,Aa3,מידרוג,26/10/15,1.01,שקל חדש,4.30,0.41,"8,445.51",119.43,10.09,0.01,0.01,0.00,,
,גב ים ו- גב ים,7590128,TASE,,759,"נדל""ן ובינוי",AA-,מעלות,25/08/15,6.52,שקל חדש,4.75,1.96,557.00,142.24,0.79,0.00,0.00,0.00,,
,דסקונט כ.התחייבות ח- דיסקונט,7480072,TASE,,691,בנקים,AA-,מעלות,15/09/08,0.94,שקל חדש,4.29,0.05,"782,447.40",119.62,935.96,0.28,0.89,0.01,,
,הראל הנפק אגח ט- הראל מימון והנפקות,1134030,TASE,,8433,ביטוח,AA-,מעלות,13/01/15,8.71,שקל חדש,2.40,2.34,"231,335.00",101.25,234.23,0.14,0.22,0.00,,
,הראל הנפק אגח י- הראל מימון והנפקות,1134048,TASE,,8433,ביטוח,AA-,מעלות,13/01/15,9.48,שקל חדש,2.40,2.50,"628,641.00",99.83,627.57,0.37,0.60,0.01,,
,הראל ו - הראל חברה לביטוח,1126069,TASE,,1175,ביטוח,AA-,מעלות,18/05/12,6.33,שקל חדש,3.85,1.58,"146,319.00",118.29,173.08,0.06,0.16,0.00,,
,הראל ז - הראל חברה לביטוח,1126077,TASE,,1175,ביטוח,AA-,מעלות,10/04/12,7.10,שקל חדש,3.85,1.79,"90,000.00",118.56,106.70,0.04,0.10,0.00,,
,כ.ביטוח ט ה.משני- כלל חברה לביטוח,1136050,TASE,,224,ביטוח,Aa3,מידרוג,29/07/15,8.38,שקל חדש,2.48,2.11,"6,728.00",103.58,6.97,0.00,0.01,0.00,,
,פניקס הון אגח ה- הפניקס חברה לביטוח,1135417,TASE,,767,ביטוח,Aa3,מידרוג,29/04/15,9.38,שקל חדש,2.25,2.48,"187,405.00",98.96,185.46,0.05,0.18,0.00,,
,איגוד כ.התחייבות ב- אגוד,1101005,TASE,,722,בנקים,A1,מידרוג,30/12/07,0.80,שקל חדש,4.30,0.34,"191,879.53",123.42,236.82,0.19,0.22,0.00,,
,איגוד כ.התחייבות נדחה יט- אגוד,1124080,TASE,,722,בנקים,A1,מידרוג,04/07/11,3.92,שקל חדש,4.15,0.61,"280,044.00",120.04,336.16,0.09,0.32,0.00,,
,דיסקונט הון משני עליון 1- דיסקונט,7480098,TASE,,691,בנקים,A+,מעלות,23/12/10,3.62,שקל חדש,6.40,1.10,"203,533.00",136.00,276.80,0.02,0.26,0.00,,
,שכון ובינוי 5- שיכון ובינוי,1125210,TASE,,1068,"נדל""ן ובינוי",A+,מעלות,01/01/12,3.43,שקל חדש,5.50,2.10,"791,041.00",115.14,910.80,0.09,0.86,0.01,,
,גזית גלוב ד- גזית גלוב,1260397,TASE,,126,"נדל""ן ובינוי",A,פנימי,26/09/06,3.82,שקל חדש,5.10,1.92,"1,236,839.00",131.06,"1,621.00",0.06,1.54,0.02,,
,נורסטאר ט- נורסטאר החזקות אינכ,7230303,TASE,,723,"נדל""ן ובינוי",A,פנימי,05/04/12,2.91,שקל חדש,4.70,1.69,"1,432,579.00",118.40,"1,696.17",0.38,1.61,0.02,,
,דיסקונט הון ראשוני מורכב 1- דיסקונט,6910095,TASE,,691,בנקים,A-,מעלות,17/07/12,5.10,שקל חדש,5.10,1.79,"636,486.00",140.11,891.78,0.06,0.85,0.01,,
,החברה לישראל 7- החברה לישראל,5760160,TASE,,576,השקעות ואחזקות,A-,פנימי,10/02/16,2.80,שקל חדש,4.70,1.80,"205,040.00",128.92,264.34,0.01,0.25,0.00,,
,חשמל 25- חברת החשמל,6000160,TASE,,600,שירותים,A-,פנימי,17/12/15,1.26,שקל חדש,1.20,-0.20,"8,827,664.00",102.83,"9,077.49",0.88,8.61,0.12,,
,חשמל אגח 27- חברת החשמל,6000210,TASE,,600,שירותים,A-,פנימי,11/06/15,9.54,שקל חדש,3.85,2.66,"965,583.00",111.73,"1,078.85",0.08,1.02,0.01,,
,קבוצת דלק יח- קבוצת דלק,1115823,TASE,,1095,השקעות ואחזקות,BBB,פנימי,26/07/11,3.41,שקל חדש,6.10,1.76,"230,000.00",126.22,290.31,0.02,0.28,0.00,,
,קבוצת דלק כב- קבוצת דלק,1106046,TASE,,1095,השקעות ואחזקות,BBB,פנימי,10/11/11,4.11,שקל חדש,4.50,2.03,"210,000.00",132.18,277.58,0.06,0.26,0.00,,
,"סה""כ צמודות מדד",,,,,,,,,1.67,,,0.05,"85,774,593.54",,"91,054.59",,86.33,1.21,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,מז טפ הנפק 40- בנק מזרחי טפחות,2310167,TASE,,668,בנקים,AAA,מעלות,21/10/15,8.00,שקל חדש,2.98,2.71,"28,859.00",104.55,30.17,0.00,0.03,0.00,,
,פועלים הנפקות 26- בנק הפועלים,1940451,TASE,,662,בנקים,AAA,מעלות,24/09/15,0.66,שקל חדש,0.84,0.34,"477,593.00",100.37,479.36,0.06,0.45,0.01,,
,פועלים הנפקות 30,1940493,TASE,,662,בנקים,AAA,מעלות,27/01/16,2.61,שקל חדש,1.84,0.96,"76,270.00",102.38,78.09,0.01,0.07,0.00,,
,לאומי הון משני תחתון יג- לאומי,6040281,TASE,,604,בנקים,AA+,מעלות,16/09/10,1.39,שקל חדש,5.40,0.78,"1,858,965.00",109.60,"2,037.43",0.08,1.93,0.03,,
,בזק 8- בזק,2300168,TASE,,230,שירותים,AA-,פנימי,17/12/14,0.66,שקל חדש,5.70,0.79,"113,581.68",105.15,119.43,0.01,0.11,0.00,,
,דיסקונט ט כ.התחייבות 2017 ר.מש- דיסקונט,7480106,TASE,,691,בנקים,AA-,מעלות,26/09/11,1.40,שקל חדש,2.15,0.90,606.00,101.88,0.62,0.00,0.00,0.00,,
,"הראל הנפקות י""א כ.התחייבות- הראל מימון והנפקות",1136316,TASE,,8433,ביטוח,AA-,מעלות,03/09/15,9.19,שקל חדש,4.36,3.78,"698,000.00",108.30,755.93,0.23,0.72,0.01,,
,"פז נפט אג""ח ג- פז חברת נפט",1114073,TASE,,8120,השקעות ואחזקות,AA-,מעלות,14/08/11,3.05,שקל חדש,2.30,1.57,"222,000.00",102.28,227.06,0.01,0.22,0.00,,
,גזית גלוב ה- גזית גלוב,1260421,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,1.49,שקל חדש,0.81,1.60,"6,441.00",99.02,6.38,0.00,0.01,0.00,,
,גזית גלוב ו- גזית גלוב,1260405,TASE,,126,"נדל""ן ובינוי",A,פנימי,17/12/14,0.75,שקל חדש,6.40,0.92,"64,949.00",105.67,68.63,0.02,0.07,0.00,,
,נורסטאר ח TEL 6M+0.75%- נורסטאר החזקות אינכ,7230295,TASE,,723,"נדל""ן ובינוי",A,פנימי,23/08/12,2.31,שקל חדש,0.86,2.89,"535,090.00",95.66,511.87,0.13,0.49,0.01,,
,החברה לישראל 9 6% 31.12.17- החברה לישראל,5760202,TASE,,576,השקעות ואחזקות,A-,פנימי,08/07/15,1.21,שקל חדש,6.00,1.25,"5,362.00",107.37,5.76,0.00,0.01,0.00,,
,דלק קב. טו- קבוצת דלק,1115070,TASE,,1095,השקעות ואחזקות,BBB+,פנימי,09/11/11,1.00,שקל חדש,8.50,1.02,"256,694.68",111.61,286.50,0.05,0.27,0.00,,
,"סה""כ לא צמודות",,,,,,,,,2.79,,,1.53,"4,344,411.36",,"4,607.22",,4.37,0.06,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמודות למט""ח",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,אחר,,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,,1.72,,,0.12,"90,119,004.90",,"95,661.80",,90.70,1.27,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ חברות ישראליות בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"חברות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,BOA 5.65 05/01/18- BANK OF AMER CRP,US06051GDX43,אחר,בלומברג,8174,בנקים,BBB+,S P,20/06/11,1.96,דולר אמריקאי,5.65,2.04,"800,000.00",109.70,"3,305.05",0.00,3.13,0.04,,
,HSBC F 06/01/16- HSBC Bank,US40429CFR88,אחר,בלומברג,8199,בנקים,Baa1,Moodys,19/05/11,0.17,דולר אמריקאי,0.84,0.88,"1,500,000.00",100.06,"5,652.55",0.00,5.36,0.08,,
,NAB VAR 09/49- NATIONAL AUSTRALIA BK-NV,XS0347918723,אחר,בלומברג,8427,בנקים,BBB,S P,20/06/11,0.48,דולר אמריקאי,8.00,2.89,"100,000.00",102.57,386.28,0.00,0.37,0.01,,
,RABOBANK TIER 1 CAPITAL- RABOBANK,XS0431744282,אחר,בלומברג,8235,בנקים,BBB-,S P,20/06/11,2.80,דולר אמריקאי,11.00,4.31,"100,000.00",123.01,463.24,0.00,0.44,0.01,,
,"סה""כ חברות זרות בחו""ל",,,,,,,,,0.91,,,1.51,"2,500,000.00",,"9,807.12",,9.30,0.13,,
,"סה""כ בחו""ל",,,,,,,,,0.91,,,1.51,"2,500,000.00",,"9,807.12",,9.30,0.13,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
