,לאומי כ.התחייבות סדרה ח- לאומי,6040232,TASE,,604,בנקים,AA+,מעלות,14/07/15,1.34,שקל חדש,4.40,1.18,"1,496,121.02",122.85,"1,837.98",0.12,7.69,0.06,,
,לאומי מימון כ.התחייבות יב- לאומי,6040273,TASE,,604,בנקים,AA+,מעלות,20/07/15,1.67,שקל חדש,2.60,1.22,"109,743.00",109.43,120.09,0.00,0.50,0.00,,
,מזרחי טפח.כ.התחייבות 30- בנק מזרחי טפחות,2310068,TASE,,668,בנקים,AA+,מעלות,30/09/15,1.37,שקל חדש,3.90,1.27,"424,041.00",126.52,536.50,0.03,2.24,0.02,,
,פועלים כ.ה.נדחה ד- בנק הפועלים,1940105,TASE,,662,בנקים,AA+,מעלות,14/07/15,0.47,שקל חדש,5.19,2.31,"25,790.00",136.13,35.11,0.01,0.15,0.00,,
,פועלים כ.התחייבות ט- בנק הפועלים,1940386,TASE,,662,בנקים,AA+,מעלות,15/10/15,1.46,שקל חדש,4.70,0.89,"78,704.10",126.17,99.30,0.03,0.42,0.00,,
,"פועלים כ.התחייבות י""ב- בנק הפועלים",1940428,TASE,,662,בנקים,AA+,מעלות,05/03/13,0.42,שקל חדש,5.00,2.31,"123,259.94",115.04,141.80,0.06,0.59,0.00,,
,בינלאומי כתב התחיבות ה- בינלאומי,1105576,TASE,,593,בנקים,AA,מעלות,05/11/15,0.93,שקל חדש,3.85,1.22,"29,602.00",122.61,36.30,0.00,0.15,0.00,,
,בינלאומי כתב התחיבות ו- בינלאומי,1110279,TASE,,593,בנקים,Aa3,מידרוג,26/10/15,0.76,שקל חדש,4.30,1.52,"7,225.00",119.63,8.64,0.01,0.04,0.00,,
,דסקונט כ.התחייבות ח- דיסקונט,7480072,TASE,,691,בנקים,AA-,מעלות,11/06/15,0.67,שקל חדש,4.29,2.57,"339,631.00",121.17,411.53,0.06,1.72,0.01,,
,איגוד כ.התחייבות ב- אגוד,1101005,TASE,,722,בנקים,A1,מידרוג,15/10/15,0.54,שקל חדש,4.30,2.12,"154,089.00",123.46,190.24,0.07,0.80,0.01,,
,חשמל 25- חשמל,6000160,TASE,,600,שירותים,A-,פנימי,17/12/15,1.51,שקל חדש,1.20,0.55,"3,751,657.00",102.66,"3,851.45",0.38,16.11,0.12,,
,"סה""כ צמודות מדד",,,,,,,,,1.24,,,1.60,"20,423,083.56",,"21,642.20",,90.54,0.68,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,פועלים הנפקות 26- בנק הפועלים,1940451,TASE,,662,בנקים,AAA,מעלות,24/09/15,0.91,שקל חדש,0.79,0.37,"158,546.00",100.49,159.32,0.02,0.67,0.00,,
,לאומי הון משני תחתון יג- לאומי,6040281,TASE,,604,בנקים,AA+,מעלות,25/08/15,1.64,שקל חדש,5.40,0.74,"307,466.00",109.46,336.55,0.01,1.41,0.01,,
,בזק 8- בזק,2300168,TASE,,230,שירותים,AA-,פנימי,17/12/14,0.91,שקל חדש,5.70,0.46,"718,089.90",105.26,755.86,0.08,3.16,0.02,,
,דסק כ.התח 7 2016 6.8%- דיסקונט,7480064,TASE,,691,בנקים,AA-,מעלות,17/12/14,0.19,שקל חדש,6.80,0.55,"670,046.56",106.69,714.87,0.19,2.99,0.02,,
,גזית גלוב ה- גזית גלוב,1260421,TASE,,126,"נדל""ן ובינוי",A+,פנימי,25/08/15,1.74,שקל חדש,0.81,1.13,"2,834.00",99.43,2.82,0.00,0.01,0.00,,
,גזית גלוב ו- גזית גלוב,1260405,TASE,,126,"נדל""ן ובינוי",A+,פנימי,17/12/14,1.00,שקל חדש,6.40,0.49,"272,072.00",105.88,288.07,0.10,1.21,0.01,,
,החברה לישראל 9 6% 31.12.17- החברה לישראל,5760202,TASE,,576,השקעות ואחזקות,A,פנימי,25/08/15,1.46,שקל חדש,6.00,0.96,"2,324.00",107.48,2.50,0.00,0.01,0.00,,
,דלק קב. טו- קבוצת דלק,1115070,TASE,,1095,השקעות ואחזקות,BBB+,פנימי,17/12/14,1.25,שקל חדש,8.50,0.74,6.67,111.72,0.01,0.00,0.00,0.00,,
,"סה""כ לא צמודות",,,,,,,,,0.80,,,0.53,"2,131,385.13",,"2,260.00",,9.46,0.07,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמודות למט""ח",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,אחר,,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,,1.20,,,1.49,"22,554,468.69",,"23,902.20",,100.00,0.75,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ חברות ישראליות בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"חברות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ חברות זרות בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
