,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,
,החברה המדווחת,הדסה פנסיה,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,הדסה פנסיה,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,274,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,
,6. קרנות נאמנות,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,מספר מנפיק,ענף מסחר,דירוג,שם מדרג,סוג מטבע,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,
,,,,,,,,,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),,
,"סה""כ תעודות השתתפות בקרנות נאמנות",,,,,,,,"3,429,025.55",,"164,271.59",,100.00,3.82,,
,תעודות השתתפות בקרנות נאמנות בישראל,,,,,,,,,,,,,,,
,0,0,,,0,0,,0,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ תעודות השתתפות בקרנות נאמנות בישראל",,,,,,,,0.00,,0.00,,0.00,0.00,,
,"תעודות השתתפות בקרנות נאמנות בחו""ל",,,,,,,,,,,,,,,
,ABERDEEN GL EMMKT EQTY I2- Aberdeen Asset Management,LU0231479717,אחר,8328,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"23,763.51","6,159.09","5,511.98",0.10,3.36,0.13,,
,ABERDEEN GL- JAPAN- Aberdeen Asset Management,LU0231474593,אחר,8328,"אג""ח מובנות",0,לא מדורג,יין יפני,"1,296.64","9,217,238.09","4,007.32",0.14,2.44,0.09,,
,ACS GLOBAL EQUITY FUNDS- Heptagon  Capital LLP,KYG4506E1035,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"6,701.60","15,095.00","3,809.71",0.00,2.32,0.09,,
,Alken European Opportunities- Alken,LU0235308482,אחר,9021,"אג""ח מובנות",0,לא מדורג,אירו,"9,295.00","19,067.00","7,595.27",0.00,4.62,0.18,,
,Allianz Europe Growth RCMEWTE LX- Allianz,LU0256883504,אחר,9084,"אג""ח מובנות",0,לא מדורג,אירו,767.00,"206,438.00","6,785.73",0.18,4.13,0.16,,
,Artemis Global Income- ARTEMIS,GB00B5ZX1M70,אחר,8275,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"1,004,470.00",100.29,"5,466.97",0.00,3.33,0.13,,
,Blackrock EM Index,IE00B3D07N99,ISE,8464,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"100,985.00","1,197.20","4,553.07",0.00,2.77,0.11,,
,DB PLATINUM CROCI SECTOR-I2C- DEUTSCHE BANK,LU0419225080,אחר,8229,"אג""ח מובנות",0,לא מדורג,אירו,"11,016.93","27,692.00","13,074.54",1.31,7.96,0.30,,
,DB Platinum Croci US- DEUTSCHE BANK,LU0194165345,אחר,8229,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"11,111.00","24,467.00","10,237.98",0.60,6.23,0.24,,
,Edgewood US Select- Edgewood,LU0952587862,אחר,9139,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"7,541.00","13,994.00","3,974.21",0.15,2.42,0.09,,
,EDRAM ESF FCP- Edmond de Rothschild,FR0011789627,אחר,8324,"אג""ח מובנות",0,לא מדורג,אירו,"14,179.00","11,047.00","6,712.77",1.24,4.09,0.16,,
,GVF FCP- Edmond de Rothschild,FR0012833663,אחר,8324,"אג""ח מובנות",0,לא מדורג,אירו,"4,998.00","9,069.00","1,942.53",1.27,1.18,0.05,,
,Investec UK Alpha- Investec,GB00B7LM4J06,אחר,9125,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"255,863.19",172.61,"2,396.77",0.00,1.46,0.06,,
,JO Hambro Asia,IE00B435PM67,ISE,8387,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"711,352.00",144.20,"3,863.05",0.00,2.35,0.09,,
,JUP EURO SP SITS- Jupiter,GB0004911540,אחר,1284,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"454,640.72",329.26,"8,123.80",0.33,4.95,0.19,,
,Nicholas US Fund- Nicholas,IE00BYZTVX92,אחר,9131,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"16,731.53","9,644.86","6,077.32",1.27,3.70,0.14,,
,Oppenheimer Emerging Markets- Heptagon  Capital LLP,IE00B6ZZNB36,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"20,624.00","10,490.12","8,147.67",0.69,4.96,0.19,,
,Oppenheimer Global Value- Heptagon  Capital LLP,IE00BH4GYF54,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"16,873.00","9,149.53","5,813.95",1.20,3.54,0.14,,
,Pictet Global Megatrend Z CLASS- PICTET FUNDS EUROPE SA,LU0386869092,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"13,508.00","23,466.00","11,937.42",0.63,7.27,0.28,,
,Pictet Japan Opportunities Z- PICTET FUNDS EUROPE SA,LU047496762,אחר,8453,"אג""ח מובנות",0,לא מדורג,יין יפני,"16,237.35","871,942.01","4,747.19",0.78,2.89,0.11,,
,Pictet Pacific Ex Japan Index- PICTET FUNDS EUROPE SA,LU0232587906,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"2,609.00","34,512.00","3,390.97",0.46,2.06,0.08,,
,Pimco US Fundamental- PIMCO,GIE00BCZXQR63,אחר,9005,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"184,857.64","1,238.00","8,618.63",0.00,5.25,0.20,,
,Reyl EM- Reyl,LU0704154458,אחר,9049,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"7,125.25","14,941.00","4,009.22",0.09,2.44,0.09,,
,Sands Capital US Growth- Sands Capital,IE00B87KLW75,אחר,9050,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"118,835.00","1,334.00","5,970.09",0.58,3.63,0.14,,
,SPARX Japan- Sparx,IE00BNGY0956,אחר,9115,"אג""ח מובנות",0,לא מדורג,יין יפני,"6,188.00","1,189,106.38","2,467.20",0.31,1.50,0.06,,
,Sphera Healthcare- SPHERA,KYG8347N1566,אחר,9006,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"4,747.00","20,814.20","3,721.00",0.00,2.27,0.09,,
,THEAM Quant - Equity Europe Guru- THEAM BNP,LU1235105779,אחר,9083,"אג""ח מובנות",0,לא מדורג,אירו,"2,950.02","25,381.00","3,208.82",0.16,1.95,0.07,,
,THREADNEEDLE EUROPE SELECT- Threadneedle,GB0030810138,אחר,9063,"אג""ח מובנות",0,לא מדורג,אירו,"395,218.62",324.82,"5,501.64",0.00,3.35,0.13,,
,Yacktman US- Heptagon  Capital LLP,IE00B61H9W66,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"4,540.55","15,232.96","2,604.79",0.11,1.59,0.06,,
,"סה""כ תעודות השתתפות בקרנות נאמנות בחו""ל",,,,,,,,"3,429,025.55",,"164,271.59",,100.00,3.82,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
