,תאריך הדיווח,31/03/2016,,,,,,,,,,,,,,,,,,,
,החברה המדווחת,הדסה פנסיה,,,,,,,,,,,,,,,,,,,
,שם מסלול/קרן/קופה,הדסה פנסיה,,,,,,,,,,,,,,,,,,,
,מספר מסלול/קרן/קופה,274,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,1.ב. ניירות ערך סחירים,,,,,,,,,,,,,,,,,,,,
,"3. אג""ח קונצרני",,,,,,,,,,,,,,,,,,,,
,שם המנפיק/שם נייר ערך ,"מספר ני""ע",זירת מסחר,ספק מידע,מספר מנפיק,ענף מסחר,דירוג,שם מדרג,תאריך רכישה,"מח""מ",סוג מטבע,שיעור ריבית,תשואה לפידיון,ערך נקוב,שער,שווי שוק,שעור מערך נקוב מונפק,שעור מנכסי אפיק ההשקעה,שעור מסך נכסי השקעה,,
,,,,,,,,,תאריך,שנים,,אחוזים,אחוזים,,אגורות,אלפי ₪,אחוזים,אחוזים,אחוזים,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),,
,"סה""כ אגרות חוב קונצרניות",,,,,,,,,3.54,,,1.19,"57,439,000.49",,"71,488.72",,100.00,1.66,,
,בישראל,,,,,,,,,,,,,,,,,,,,
,צמודות מדד,,,,,,,,,,,,,,,,,,,,
,לאומי מימון 176- לאומי,6040208,TASE,,604,בנקים,AAA,מעלות,18/09/08,0.33,שקל חדש,5.05,-1.00,"131,472.00",135.67,178.37,0.05,0.25,0.00,,
,מזרחי טפחות הנפ. 33- בנק מזרחי טפחות,2310092,TASE,,668,בנקים,AAA,מעלות,30/04/15,0.03,שקל חדש,2.60,1.71,"4,012,147.00",105.73,"4,242.04",0.17,5.93,0.10,,
,מזרחי טפחות הנפקות  36- בנק מזרחי טפחות,2310126,TASE,,668,בנקים,AAA,מעלות,21/08/15,1.42,שקל חדש,0.00,-0.63,"24,052,718.00",99.09,"23,833.84",1.31,33.34,0.55,,
,טפחות הנפ התח27- בנק מזרחי טפחות,2310035,TASE,,668,בנקים,AA+,מעלות,20/03/06,0.67,שקל חדש,5.50,-0.45,"20,617.00",134.88,27.81,0.01,0.04,0.00,,
,לאומי כ. התחייבות ג- לאומי,6040182,TASE,,604,בנקים,AA+,מעלות,21/10/15,0.25,שקל חדש,4.90,-0.57,"38,096.00",135.62,51.67,0.01,0.07,0.00,,
,לאומי כ.התחייבות סדרה ח- לאומי,6040232,TASE,,604,בנקים,AA+,מעלות,06/11/07,1.09,שקל חדש,4.40,0.27,"1,932,438.12",123.29,"2,382.50",0.15,3.33,0.06,,
,לאומי מימון כ.התחייבות יב- לאומי,6040273,TASE,,604,בנקים,AA+,מעלות,11/09/11,1.42,שקל חדש,2.60,0.19,"4,605,395.00",110.35,"5,082.05",0.14,7.11,0.12,,
,מזרחי טפח.כ.התחייבות 30- בנק מזרחי טפחות,2310068,TASE,,668,בנקים,AA+,מעלות,08/08/07,1.12,שקל חדש,3.90,0.35,"545,595.00",127.07,693.29,0.04,0.97,0.02,,
,פועלים כ.ה.נדחה ד- בנק הפועלים,1940105,TASE,,662,בנקים,AA+,מעלות,14/07/15,0.22,שקל חדש,5.19,-0.76,"32,214.00",136.57,43.99,0.01,0.06,0.00,,
,פועלים כ.התחייבות ט- בנק הפועלים,1940386,TASE,,662,בנקים,AA+,מעלות,17/09/08,1.21,שקל חדש,4.70,0.23,"101,456.79",126.29,128.13,0.04,0.18,0.00,,
,"פועלים כ.התחייבות י""ב- בנק הפועלים",1940428,TASE,,662,בנקים,AA+,מעלות,14/05/15,0.17,שקל חדש,5.00,-1.51,"103,211.52",115.39,119.10,0.05,0.17,0.00,,
,בינלאומי כתב התחיבות ה- בינלאומי,1105576,TASE,,593,בנקים,AA,מעלות,10/06/07,0.69,שקל חדש,3.85,0.22,"38,372.00",122.89,47.16,0.01,0.07,0.00,,
,בינלאומי כתב התחיבות ו- בינלאומי,1110279,TASE,,593,בנקים,Aa3,מידרוג,26/10/15,1.01,שקל חדש,4.30,0.41,"4,667.01",119.43,5.57,0.01,0.01,0.00,,
,גב ים ו- גב ים,7590128,TASE,,759,"נדל""ן ובינוי",AA-,מעלות,25/08/15,6.52,שקל חדש,4.75,1.96,"4,452.00",142.24,6.33,0.00,0.01,0.00,,
,דסקונט כ.התחייבות ח- דיסקונט,7480072,TASE,,691,בנקים,AA-,מעלות,15/09/08,0.94,שקל חדש,4.29,0.05,"216,271.35",119.62,258.70,0.08,0.36,0.01,,
,הראל הנפק אגח ט- הראל מימון והנפקות,1134030,TASE,,8433,ביטוח,AA-,מעלות,26/02/15,8.71,שקל חדש,2.40,2.34,"95,460.00",101.25,96.65,0.06,0.14,0.00,,
,הראל ו - הראל חברה לביטוח,1126069,TASE,,1175,ביטוח,AA-,מעלות,18/05/12,6.33,שקל חדש,3.85,1.58,"562,000.00",118.29,664.79,0.23,0.93,0.02,,
,הראל ז - הראל חברה לביטוח,1126077,TASE,,1175,ביטוח,AA-,מעלות,10/04/12,7.10,שקל חדש,3.85,1.79,"255,000.00",118.56,302.33,0.10,0.42,0.01,,
,כ.ביטוח ט ה.משני- כלל חברה לביטוח,1136050,TASE,,224,ביטוח,Aa3,מידרוג,29/07/15,8.38,שקל חדש,2.48,2.11,"53,273.00",103.58,55.18,0.02,0.08,0.00,,
,איגוד כ.התחייבות ב- אגוד,1101005,TASE,,722,בנקים,A1,מידרוג,30/12/07,0.80,שקל חדש,4.30,0.34,"99,317.02",123.42,122.58,0.10,0.17,0.00,,
,גזית גלוב ד- גזית גלוב,1260397,TASE,,126,"נדל""ן ובינוי",A,פנימי,27/12/07,3.82,שקל חדש,5.10,1.92,"152,529.00",131.06,199.90,0.01,0.28,0.00,,
,דיסקונט הון ראשוני מורכב 1- דיסקונט,6910095,TASE,,691,בנקים,A-,מעלות,11/06/07,5.10,שקל חדש,5.10,1.79,"1,716,068.00",140.11,"2,404.38",0.15,3.36,0.06,,
,חשמל 25- חברת החשמל,6000160,TASE,,600,שירותים,A-,פנימי,17/12/15,1.26,שקל חדש,1.20,-0.20,"4,913,381.00",102.83,"5,052.43",0.49,7.07,0.12,,
,חשמל אגח 27- חברת החשמל,6000210,TASE,,600,שירותים,A-,פנימי,11/06/15,9.54,שקל חדש,3.85,2.66,"8,921,125.00",111.73,"9,967.57",0.77,13.94,0.23,,
,"סה""כ צמודות מדד",,,,,,,,,2.99,,,0.46,"52,607,275.81",,"55,966.37",,78.29,1.30,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,פועלים הנפקות 26- בנק הפועלים,1940451,TASE,,662,בנקים,AAA,מעלות,24/09/15,0.66,שקל חדש,0.84,0.34,"203,985.00",100.37,204.74,0.03,0.29,0.00,,
,לאומי הון משני תחתון יג- לאומי,6040281,TASE,,604,בנקים,AA+,מעלות,16/09/10,1.39,שקל חדש,5.40,0.78,"443,886.00",109.60,486.50,0.02,0.68,0.01,,
,"הראל הנפקות י""א כ.התחייבות- הראל מימון והנפקות",1136316,TASE,,8433,ביטוח,AA-,מעלות,03/09/15,9.19,שקל חדש,4.36,3.78,"698,000.00",108.30,755.93,0.23,1.06,0.02,,
,גזית גלוב ה- גזית גלוב,1260421,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,1.49,שקל חדש,0.81,1.60,"3,538.00",99.02,3.50,0.00,0.00,0.00,,
,גזית גלוב ו- גזית גלוב,1260405,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,0.75,שקל חדש,6.40,0.92,"13,043.00",105.67,13.78,0.00,0.02,0.00,,
,החברה לישראל 9 6% 31.12.17- החברה לישראל,5760202,TASE,,576,השקעות ואחזקות,A-,פנימי,08/07/15,1.21,שקל חדש,6.00,1.25,"3,542.00",107.37,3.80,0.00,0.01,0.00,,
,דלק קב. טו- קבוצת דלק,1115070,TASE,,1095,השקעות ואחזקות,BBB+,פנימי,09/11/11,1.00,שקל חדש,8.50,1.02,"215,730.68",111.61,240.78,0.04,0.34,0.01,,
,"סה""כ לא צמודות",,,,,,,,,4.69,,,2.09,"1,581,724.68",,"1,709.04",,2.39,0.04,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמודות למט""ח",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,אחר,,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,,3.04,,,0.51,"54,189,000.49",,"57,675.41",,80.68,1.34,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,,,,,,,,,
,7.75% I.ELECTRIC 12/27- חברת החשמל,us46507wab63,אחר,בלומברג,600,שירותים,A-,פנימי,15/03/11,8.10,דולר אמריקאי,7.75,5.60,"1,000,000.00",121.27,"4,567.16",0.33,6.39,0.11,,
,ISRAEL ELECTRIC 8.1% 2096- חברת החשמל,USM60170AC79,אחר,בלומברג,600,שירותים,A-,פנימי,20/06/11,14.32,דולר אמריקאי,8.10,7.17,"200,000.00",117.24,883.03,0.16,1.24,0.02,,
,"סה""כ חברות ישראליות בחו""ל",,,,,,,,,9.11,,,5.85,"1,200,000.00",,"5,450.19",,7.62,0.13,,
,"חברות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,HSBC5 5/8 08/15/35- HSBC Bank,US4042Q1AB39,אחר,בלומברג,8199,בנקים,A,S P,20/06/11,12.41,דולר אמריקאי,5.63,4.72,"250,000.00",112.74,"1,061.41",0.00,1.48,0.02,,
,BOA 5.65 05/01/18- BANK OF AMER CRP,US06051GDX43,אחר,בלומברג,8174,בנקים,BBB+,S P,20/06/11,1.96,דולר אמריקאי,5.65,2.04,"400,000.00",109.70,"1,652.52",0.00,2.31,0.04,,
,HSBC F 06/01/16- HSBC Bank,US40429CFR88,אחר,בלומברג,8199,בנקים,Baa1,Moodys,19/05/11,0.17,דולר אמריקאי,0.84,0.88,"600,000.00",100.06,"2,261.02",0.00,3.16,0.05,,
,NAB VAR 09/49- NATIONAL AUSTRALIA BK-NV,XS0347918723,אחר,בלומברג,8427,בנקים,BBB,S P,20/06/11,0.48,דולר אמריקאי,8.00,2.89,"200,000.00",102.57,772.57,0.00,1.08,0.02,,
,PRGO 3.9% 12/15/24,US714295AC63 CORP,NYSE,בלומברג,1233,מסחר,Baa3,Moodys,01/03/16,7.39,דולר אמריקאי,3.90,3.92,"200,000.00",101.25,762.64,0.03,1.07,0.02,,
,RABOBANK TIER 1 CAPITAL- RABOBANK,XS0431744282,אחר,בלומברג,8235,בנקים,BBB-,S P,20/06/11,2.80,דולר אמריקאי,11.00,4.31,"400,000.00",123.01,"1,852.96",0.00,2.59,0.04,,
,"סה""כ חברות זרות בחו""ל",,,,,,,,,3.35,,,2.82,"2,050,000.00",,"8,363.12",,11.70,0.19,,
,"סה""כ בחו""ל",,,,,,,,,5.62,,,4.02,"3,250,000.00",,"13,813.31",,19.32,0.32,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
