,"ProA Capital Iberian Buyout Fund II, F.C.R",41000857,אירו,31/12/14,"160,273.00",100.00,686.87,0.00,0.05,0.00,,,,,
,"Third Cinven Fund (No.4), L.P. (2",40000762,אירו,30/06/13,"11,578.00",100.00,49.62,0.00,0.00,0.00,,,,,
,Trilantic Capital Partners IV (Europe) L.P. (1,40000770,אירו,30/06/13,"253,717.00",100.00,"1,087.33",0.00,0.08,0.00,,,,,
,"Warburg Pincus Private Equity IX, L.P. (2",40000788,אירו,30/06/13,"21,273.00",100.00,91.17,0.00,0.01,0.00,,,,,
,"Warburg Pincus Private Equity X, L.P. (3",40000796,אירו,30/06/13,"135,997.00",100.00,582.83,0.00,0.04,0.00,,,,,
,מאזני Amitim Fund I נטו,40000861,אירו,30/06/13,"567,218.13",100.00,"2,430.87",0.00,0.22,0.06,,,,,
,Advent International GPE VII- Advent International,60316858,דולר אמריקאי,06/12/12,"3,062,000.00",105.79,"12,198.66",0.00,0.93,0.02,,,,,
,HL International Feeder H-Aion- Aion,60312816,דולר אמריקאי,23/08/13,"908,055.00",76.06,"2,601.09",0.00,0.20,0.00,,,,,
,American Industrial Partners  VI- AIP,60395118,דולר אמריקאי,21/01/16,"34,210.83",47.22,60.84,0.00,0.00,0.00,,,,,
,American Securities Opportunities II- American Securities,9840579,דולר אמריקאי,08/02/10,"3,932,161.50",90.80,"13,445.85",0.00,1.03,0.02,,,,,
,American Securities Opportunities III- American Securities,60335809,דולר אמריקאי,18/12/14,"2,453,154.00",87.69,"8,101.20",0.00,0.62,0.01,,,,,
,American Securities VI- American Securities,60287034,דולר אמריקאי,18/11/11,"5,267,036.62",141.35,"28,037.55",0.00,2.15,0.05,,,,,
,Apax Europe VII - B- Apax,9840622,אירו,13/08/07,"4,962,500.00",53.65,"11,409.77",0.00,0.87,0.02,,,,,
,Apollo VIII- Apollo,60344975,דולר אמריקאי,11/12/13,"4,072,290.55",89.42,"13,713.06",0.00,1.05,0.02,,,,,
,Baring Vostok V- Baring Vostok,60302569,דולר אמריקאי,23/08/12,"1,397,498.86",52.33,"2,753.85",0.00,0.21,0.00,,,,,
,BC European Partners IX- BC Partners,60294154,אירו,05/03/12,"3,807,594.34",81.47,"13,293.92",0.00,1.02,0.02,,,,,
,Blackstone Energy- Blackstone,9988718,דולר אמריקאי,31/10/11,"8,980,418.54",115.06,"38,914.06",0.00,2.98,0.07,,,,,
,Blackstone VI- Blackstone,60265089,דולר אמריקאי,26/01/11,"5,693,968.52",120.78,"25,898.93",0.00,1.98,0.05,,,,,
,Castlelake IV- Castlelake,60397551,דולר אמריקאי,10/12/15,"730,994.00",100.00,"2,752.92",0.00,0.21,0.00,,,,,
,CDH Fund V- CDH,60323052,דולר אמריקאי,02/12/13,"1,428,313.00",104.59,"5,626.03",0.00,0.43,0.01,,,,,
,Clessidra Capital Prtners III- Clessidra,41000859,אירו,30/09/15,"967,300.00",100.00,"4,145.46",0.00,0.32,0.01,,,,,
,Coller International VI- Coller,60303385,דולר אמריקאי,22/06/12,"6,477,673.31",111.98,"27,317.55",0.00,2.09,0.05,,,,,
,Coller International VII- Coller,60397650,דולר אמריקאי,21/01/16,"217,844.66",65.55,537.78,0.00,0.04,0.00,,,,,
,Creador II- Creador,60372851,דולר אמריקאי,13/11/14,"5,712,000.00",109.98,"23,659.02",0.00,1.81,0.04,,,,,
,Elysian Capital II- Elysian,60391323,לירה שטרלינג,04/08/15,"72,929.58",69.29,274.22,0.00,0.02,0.00,,,,,
,Energy Capital Partners II- Energy Capital Partners,9840771,דולר אמריקאי,05/08/10,"6,609,500.00",69.44,"17,284.02",0.00,1.32,0.03,,,,,
,Energy Capital Partners III- Energy Capital Partners,60350733,דולר אמריקאי,22/04/14,"3,281,363.00",88.45,"10,929.84",0.00,0.84,0.02,,,,,
,Enhanced Equity Fund II- Enhanced Equity,9840553,דולר אמריקאי,27/05/10,"3,941,044.32",58.13,"8,627.77",0.00,0.66,0.02,,,,,
,Ethos PE VI- Ethos,60311032,דולר אמריקאי,29/01/13,"1,481,449.35",68.63,"3,829.10",0.00,0.29,0.01,,,,,
,Gavea Investment V- Gavea,60357506,דולר אמריקאי,06/11/14,"892,500.00",77.13,"2,592.38",0.00,0.20,0.00,,,,,
,GEMS Progressive Multy STR- GEMS Investment,KYG378821345,דולר אמריקאי,26/11/13,92.61,"10,000.00",34.88,0.00,0.00,0.00,,,,,
,Gores Small Cap- Gores,60293396,דולר אמריקאי,18/04/12,"2,089,661.00",68.36,"5,379.93",0.00,0.41,0.01,,,,,
,Gridiron Capital II- Gridiron Capital,60304870,דולר אמריקאי,03/07/12,"3,206,775.70",103.16,"12,458.75",0.00,0.95,0.02,,,,,
,Gridiron Capital III- Gridiron Capital,60391331,דולר אמריקאי,14/08/15,"428,207.00",94.80,"1,528.70",0.00,0.12,0.00,,,,,
,H.I.G.Opportunity Fund II- H.I.G. Opportunity Fund II,9840770,דולר אמריקאי,27/07/10,"4,485,260.13",71.22,"12,030.19",0.00,0.92,0.02,,,,,
,Hahn   Co. II- Hahn   Co.,60374196,דולר אמריקאי,05/01/15,"2,250,947.00",89.96,"7,626.27",0.00,0.58,0.01,,,,,
,Hamilton Lane Secondary II- Hamilton Lane,9840569,דולר אמריקאי,27/02/09,"4,398,373.99",21.44,"3,550.93",0.00,0.27,0.01,,,,,
,HL International Feeder H1-A- Hamilton Lane,60337086,דולר אמריקאי,29/08/13,"28,146,145.00",120.45,"127,679.72",0.00,9.77,0.23,,,,,
,HL International Feeder H1-B- Hamilton Lane,60395779,דולר אמריקאי,19/06/15,"5,367,523.00",98.62,"19,935.82",0.00,1.53,0.04,,,,,
,HL International Feeder H2-Secondary- Hamilton Lane,60337078,דולר אמריקאי,27/09/13,"9,197,324.00",122.81,"42,536.88",0.00,3.26,0.08,,,,,
,Secondary SPV-2- Hamilton Lane,60294162,דולר אמריקאי,27/02/12,"2,288,498.00",37.58,"3,238.90",0.00,0.25,0.01,,,,,
,Secondary SPV-4-Providence- Hamilton Lane,60333382,דולר אמריקאי,27/06/13,"5,105,161.00",71.40,"13,727.02",0.00,1.05,0.02,,,,,
,HarborVest VI Asia Pacific- Harbourvest,9840574,דולר אמריקאי,27/10/09,"7,492,500.00",97.74,"27,577.90",0.00,2.11,0.05,,,,,
,High Road Capital II- HighRoad,60328044,דולר אמריקאי,03/05/13,"2,453,690.00",97.17,"8,979.47",0.00,0.69,0.02,,,,,
,ICG VI- ICG Europe VI LP,60385416,אירו,22/04/15,"121,200.00",48.21,250.43,0.00,0.02,0.00,,,,,
,IDG China Capital Fund III- IDG China Capital Fund,60392545,דולר אמריקאי,11/09/15,"330,000.00",96.94,"1,204.74",0.00,0.09,0.00,,,,,
,Insight Equity III- Insight Equity,60346236,דולר אמריקאי,08/09/14,"1,265,854.00",74.15,"3,534.74",0.00,0.27,0.01,,,,,
,J.H. Whitney VII- J.H. Whitney,9840767,דולר אמריקאי,13/10/10,"6,234,374.00",90.36,"21,215.99",0.00,1.62,0.04,,,,,
,Kohlberg Investors VII- Kohlberg,9988726,דולר אמריקאי,27/06/12,"3,911,563.00",95.27,"14,034.00",0.00,1.07,0.02,,,,,
,Kohlberg IV Secondary- Kohlberg,60300936,דולר אמריקאי,15/05/12,"171,046.80",82.82,533.51,0.00,0.04,0.00,,,,,
,Kohlberg V Secondary- Kohlberg,60300944,דולר אמריקאי,15/05/12,"723,672.44",41.93,"1,142.73",0.00,0.09,0.00,,,,,
,Kohlberg VI Secondary- Kohlberg,60297710,דולר אמריקאי,02/04/12,"862,643.28",24.14,784.26,0.00,0.06,0.00,,,,,
,KPS SS III- KPS Special Situations,9840602,דולר אמריקאי,27/08/09,"3,092,627.80",83.76,"9,755.49",0.00,0.75,0.02,,,,,
,Levine Leichtman IV- Levine Leichtman,9840548,דולר אמריקאי,26/05/09,"3,811,296.00",66.06,"9,481.92",0.00,0.73,0.02,,,,,
,Levine Leichtman V- Levine Leichtman,60333663,דולר אמריקאי,15/07/13,"2,487,607.80",107.89,"10,107.75",0.00,0.77,0.02,,,,,
,Lindsay Goldberg III- Lindsay Goldberg,9840550,דולר אמריקאי,23/04/09,"4,668,558.00",69.45,"12,210.39",0.00,0.93,0.02,,,,,
,NG Capital II- NG Capital,60323060,דולר אמריקאי,24/07/13,"593,599.00",92.56,"2,069.26",0.00,0.16,0.00,,,,,
,Odyssey Investment Partners IV- Odyssey Investment,9840568,דולר אמריקאי,19/03/09,"3,458,049.50",72.80,"9,480.91",0.00,0.73,0.02,,,,,
,OHA Strategic Credit Fund II- OHA,9840606,דולר אמריקאי,26/08/09,"2,638,983.00",41.09,"4,083.98",0.00,0.31,0.01,,,,,
,Pantheon Europe VI- Pantheon,9840565,אירו,12/11/08,"7,416,000.00",87.37,"27,766.64",0.00,2.13,0.05,,,,,
,Platinum Equity III- Platinum Equity,60289782,דולר אמריקאי,06/01/12,"4,557,482.00",81.52,"13,990.84",0.00,1.07,0.02,,,,,
,Ridgemont Equity I- Ridgemont Equity,60318607,דולר אמריקאי,28/12/12,"6,989,984.88",93.57,"24,631.71",0.00,1.89,0.04,,,,,
,SSG Capital II- SSG Capital,60314341,דולר אמריקאי,20/11/12,"2,905,419.62",88.31,"9,663.24",0.00,0.74,0.02,,,,,
,SSG Capital III- SSG Capital,60353299,דולר אמריקאי,17/06/14,"2,005,882.54",84.91,"6,414.53",0.00,0.49,0.01,,,,,
,TPG Opportunity II- TPG,9988965,דולר אמריקאי,01/03/12,"5,279,695.00",72.13,"14,342.30",0.00,1.10,0.03,,,,,
,TZP Capital II- TZP Group,60334695,דולר אמריקאי,18/12/13,"1,469,853.21",111.36,"6,164.48",0.00,0.47,0.01,,,,,
,Waterland PE Fund VI- Waterland,60385259,אירו,16/07/15,"125,183.48",59.87,321.20,0.00,0.02,0.00,,,,,
,Waterton Precious Metals II- Waterton,60341914,דולר אמריקאי,20/12/13,"3,358,674.00",105.10,"13,293.66",0.00,1.02,0.02,,,,,
,ZM Capital II- ZM Capital,60391299,דולר אמריקאי,18/08/15,"270,823.16",70.46,718.68,0.00,0.06,0.00,,,,,
,"סה""כ קרנות השקעה אחרות בחו""ל",,,,"265,643,123.05",,"968,335.91",,74.12,1.71,,,,,
,"סה""כ בחו""ל",,,,"277,801,185.05",,"1,019,973.65",,78.07,1.80,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
