,"פועלים כ.התחייבות י""ב- בנק הפועלים",1940428,TASE,,662,בנקים,AA+,מעלות,05/03/13,0.17,שקל חדש,5.00,-1.51,"123,259.94",115.39,142.23,0.06,0.40,0.00,,
,בינלאומי כתב התחיבות ה- בינלאומי,1105576,TASE,,593,בנקים,AA,מעלות,05/11/15,0.69,שקל חדש,3.85,0.22,"29,602.00",122.89,36.38,0.00,0.10,0.00,,
,בינלאומי כתב התחיבות ו- בינלאומי,1110279,TASE,,593,בנקים,Aa3,מידרוג,26/10/15,1.01,שקל חדש,4.30,0.41,"3,612.51",119.43,4.31,0.01,0.01,0.00,,
,דסקונט כ.התחייבות ח- דיסקונט,7480072,TASE,,691,בנקים,AA-,מעלות,11/06/15,0.94,שקל חדש,4.29,0.05,"169,815.78",119.62,203.13,0.06,0.57,0.01,,
,איגוד כ.התחייבות ב- אגוד,1101005,TASE,,722,בנקים,A1,מידרוג,15/10/15,0.80,שקל חדש,4.30,0.34,"77,044.52",123.42,95.09,0.07,0.27,0.00,,
,חשמל 25- חברת החשמל,6000160,TASE,,600,שירותים,A-,פנימי,17/12/15,1.26,שקל חדש,1.20,-0.20,"3,751,657.00",102.83,"3,857.83",0.38,10.82,0.12,,
,"סה""כ צמודות מדד",,,,,,,,,1.20,,,-0.18,"32,169,772.87",,"33,528.11",,94.02,1.03,,
,לא צמודות,,,,,,,,,,,,,,,,,,,,
,פועלים הנפקות 26- בנק הפועלים,1940451,TASE,,662,בנקים,AAA,מעלות,24/09/15,0.66,שקל חדש,0.84,0.34,"497,889.00",100.37,499.73,0.06,1.40,0.02,,
,פועלים הנפקות 30,1940493,TASE,,662,בנקים,AAA,מעלות,27/01/16,2.61,שקל חדש,1.84,0.96,"241,523.00",102.38,247.27,0.04,0.69,0.01,,
,לאומי הון משני תחתון יג- לאומי,6040281,TASE,,604,בנקים,AA+,מעלות,25/08/15,1.39,שקל חדש,5.40,0.78,"307,466.00",109.60,336.98,0.01,0.94,0.01,,
,בזק 8- בזק,2300168,TASE,,230,שירותים,AA-,פנימי,17/12/14,0.66,שקל חדש,5.70,0.79,"718,089.90",105.15,755.07,0.08,2.12,0.02,,
,גזית גלוב ה- גזית גלוב,1260421,TASE,,126,"נדל""ן ובינוי",A,פנימי,25/08/15,1.49,שקל חדש,0.81,1.60,"2,834.00",99.02,2.81,0.00,0.01,0.00,,
,גזית גלוב ו- גזית גלוב,1260405,TASE,,126,"נדל""ן ובינוי",A,פנימי,17/12/14,0.75,שקל חדש,6.40,0.92,"272,072.00",105.67,287.50,0.10,0.81,0.01,,
,החברה לישראל 9 6% 31.12.17- החברה לישראל,5760202,TASE,,576,השקעות ואחזקות,A-,פנימי,25/08/15,1.21,שקל חדש,6.00,1.25,"2,324.00",107.37,2.50,0.00,0.01,0.00,,
,דלק קב. טו- קבוצת דלק,1115070,TASE,,1095,השקעות ואחזקות,BBB+,פנימי,17/12/14,1.00,שקל חדש,8.50,1.02,6.67,111.61,0.01,0.00,0.00,0.00,,
,"סה""כ לא צמודות",,,,,,,,,1.02,,,0.72,"2,042,204.57",,"2,131.86",,5.98,0.07,,
,"צמודות למט""ח",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ צמודות למט""ח",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,אחר,,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ אחר",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בישראל",,,,,,,,,1.18,,,-0.13,"34,211,977.44",,"35,659.97",,100.00,1.10,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"חברות ישראליות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ חברות ישראליות בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"חברות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,,,0,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
,"סה""כ חברות זרות בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,"סה""כ בחו""ל",,,,,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
