,"סה""כ קרנות נדל""ן",,,,"26,780,814.00",,"26,424.36",,0.77,0.01,,,,,
,קרנות השקעה אחרות,,,,,,,,,,,,,,
,AMI I - APAX  ISRAEL- Apax,60375078,דולר אמריקאי,17/12/15,"3,219,125.00",91.85,"11,135.13",0.00,0.33,0.01,,,,,
,Fimi Opportunity IV- FIMI,9840908,דולר אמריקאי,11/01/08,"12,396,487.00",76.76,"35,833.90",0.00,1.05,0.02,,,,,
,Fimi V- FIMI,60305448,דולר אמריקאי,27/08/12,"10,772,318.00",124.95,"50,688.37",0.00,1.49,0.03,,,,,
,Fortissimo I- Fortissimo,9840900,דולר אמריקאי,28/04/04,"2,565,000.00",45.31,"4,376.73",0.00,0.13,0.00,,,,,
,Fortissimo II- Fortissimo,9840773,דולר אמריקאי,06/11/08,"5,640,000.00",222.63,"47,286.98",0.00,1.39,0.02,,,,,
,Fortissimo III- Fortissimo,60289790,דולר אמריקאי,26/06/12,"6,840,000.00",93.30,"24,034.61",0.00,0.70,0.01,,,,,
,Israel Infrastructure II- IIF,60283058,דולר אמריקאי,31/08/11,"7,865,000.00",72.61,"21,506.52",0.00,0.63,0.01,,,,,
,Israel Growth Partnes I- Israel Groth Partners,60353281,דולר אמריקאי,28/03/14,"3,339,250.00",63.98,"8,045.68",0.00,0.24,0.00,,,,,
,Markstone Isr Parl- Markstone,9840797,דולר אמריקאי,11/10/05,"1,793,002.00",0.00,0.01,0.00,0.00,0.00,,,,,
,Sky II- Sky,9840689,דולר אמריקאי,13/07/10,"5,291,523.51",95.01,"18,933.20",0.00,0.55,0.01,,,,,
,Tene Growth Capital II- Tene,9840862,דולר אמריקאי,03/12/06,"1,942,842.00",76.08,"5,566.68",0.00,0.16,0.00,,,,,
,Tene Growth Capital III- Tene,60346087,דולר אמריקאי,26/12/13,"5,360,112.00",117.29,"23,676.09",0.00,0.69,0.01,,,,,
,Tene III - Gadot Co-Investment- Tene,60356391,דולר אמריקאי,24/04/14,"6,095,365.00",145.09,"33,304.70",0.00,0.98,0.02,,,,,
,Klirmark I Mivtachim- Klirmark,32599,שקל חדש,28/04/11,"29,129,277.00",13.33,"3,881.83",0.00,0.11,0.00,,,,,
,Klirmark II- Klirmark,36731,שקל חדש,01/02/15,"27,794,243.00",73.07,"20,308.73",0.00,0.60,0.01,,,,,
,NOY fund II- NOY,36749,שקל חדש,02/07/15,"10,709,591.00",85.32,"9,137.41",0.00,0.27,0.00,,,,,
,Noy Infrastructure- NOY,39115,שקל חדש,15/10/12,"29,775,042.00",97.90,"29,150.45",0.00,0.85,0.02,,,,,
,"סה""כ קרנות השקעה אחרות",,,,"170,528,177.51",,"346,867.02",,10.16,0.18,,,,,
,"סה""כ בישראל",,,,"241,575,368.59",,"523,925.98",,15.35,0.27,,,,,
,"בחו""ל",,,,,,,,,,,,,,
,"קרנות הון סיכון בחו""ל",,,,,,,,,,,,,,
,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרנות הון סיכון בחו""ל",,,,0.00,,0.00,,0.00,0.00,,,,,
,"קרנות גידור בחו""ל",,,,,,,,,,,,,,
,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרנות גידור בחו""ל",,,,0.00,,0.00,,0.00,0.00,,,,,
,"קרנות נדל""ן בחו""ל",,,,,,,,,,,,,,
,CIM Fund VIII,60358561,דולר אמריקאי,22/05/14,"16,087,448.00",107.31,"65,012.00",0.00,1.90,0.03,,,,,
,Blackstone RE VII- Blackstone,60298742,דולר אמריקאי,05/11/12,"12,313,084.00",128.05,"59,379.55",0.00,1.74,0.03,,,,,
,Blackstone RE VIII- Blackstone,60385630,דולר אמריקאי,20/08/15,"11,054,843.00",102.25,"42,569.15",0.00,1.25,0.02,,,,,
,Fattal Hotels Fund- Fattal,9840656,אירו,26/03/07,"1,000.00",0.10,0.00,0.00,0.00,0.00,,,,,
,"סה""כ קרנות נדל""ן בחו""ל",,,,"39,456,375.00",,"166,960.70",,4.89,0.09,,,,,
,"קרנות השקעה אחרות בחו""ל",,,,,,,,,,,,,,
,"Advent International GPE VI, L.P. (4",40000523,אירו,30/06/13,"616,100.00",100.00,"2,640.36",0.00,0.08,0.00,,,,,
,"APAX Europe VII - B, L.P. (1",40000531,אירו,30/06/13,"170,217.00",100.00,729.48,0.00,0.02,0.00,,,,,
,CapVis Equity IV,41000828,אירו,30/06/14,"1,709,002.00",100.00,"7,324.10",0.00,0.21,0.00,,,,,
,"Carlyle Europe Partners III, L.P. (3",40000549,אירו,30/06/13,"1,049,889.00",100.00,"4,499.40",0.00,0.13,0.00,,,,,
,"Carlyle Partners IV, L.P. (3",40000556,אירו,30/06/13,"47,916.00",100.00,205.35,0.00,0.01,0.00,,,,,
,"CVC European Equity Partners Tandem Fund (A), L.P",40000564,אירו,30/06/13,"167,281.00",100.00,716.90,0.00,0.02,0.00,,,,,
,"CVC European Equity Partners V, L.P. (4",40000572,אירו,30/06/13,"315,221.00",100.00,"1,350.91",0.00,0.04,0.00,,,,,
,Egeria Private Equity Fund IV,41000804,אירו,30/06/13,"1,363,939.00",100.00,"5,845.30",0.00,0.17,0.00,,,,,
,"Equistone Partners Europe Fund IV, L.P",41000812,אירו,30/06/13,"8,183,593.00",100.00,"35,071.61",0.00,1.03,0.02,,,,,
,"Fourth Cinven Fund, L.P. (3",40000580,אירו,30/06/13,"821,041.00",100.00,"3,518.65",0.00,0.10,0.00,,,,,
,"Green Equity Investors Side V, L.P. (1",40000606,אירו,30/06/13,"465,553.00",100.00,"1,995.17",0.00,0.06,0.00,,,,,
,Hadler GIMV Germany II,40000812,אירו,31/12/13,"801,122.00",100.00,"3,433.29",0.00,0.10,0.00,,,,,
,HgCapital 7 L.P. (1,41000820,אירו,30/09/13,"2,757,050.00",100.00,"11,815.61",0.00,0.35,0.01,,,,,
,HgCapital Mercury C L.P,41000858,אירו,30/06/15,"786,310.00",100.00,"3,369.81",0.00,0.10,0.00,,,,,
,"Investcorp Private Equity 2007 Fund, L.P. (2",40000614,אירו,30/06/13,"1,244,753.00",100.00,"5,334.51",0.00,0.16,0.00,,,,,
,ISIS IV LP (1,40000622,אירו,30/06/13,"838,454.00",100.00,"3,593.28",0.00,0.11,0.00,,,,,
,"KKR European Fund III, L.P. (2",40000630,אירו,30/06/13,"767,466.00",100.00,"3,289.05",0.00,0.10,0.00,,,,,
,"Madison Dearborn Capital Partners VI-C, L.P. (1",40000655,אירו,30/06/13,"468,929.00",100.00,"2,009.64",0.00,0.06,0.00,,,,,
,PAI Europe IV (2,40000663,אירו,30/06/13,"177,868.00",100.00,762.27,0.00,0.02,0.00,,,,,
,PAI Europe V (2,40000671,אירו,30/06/13,"697,451.00",100.00,"2,989.00",0.00,0.09,0.00,,,,,
,"Partners Group Direct Investments 2009, L.P.(6",40000481,אירו,30/06/13,"24,933,054.00",100.00,"106,853.10",0.00,3.13,0.06,,,,,
,"Partners Group Direct Investments 2012 EUR, LP Inc",41000838,אירו,30/06/13,"7,535,900.00",100.00,"32,295.85",0.00,0.95,0.02,,,,,
,"Partners Group Direct Mezzanine 2011, L.P. Inc. (6",41000846,אירו,30/06/13,"4,242,013.00",100.00,"18,179.57",0.00,0.53,0.01,,,,,
,Partners Group Direct Mezzanine 2013,41000842,אירו,30/06/14,"2,078,917.00",100.00,"8,909.41",0.00,0.26,0.00,,,,,
,"Partners Group European Buyout 2008 (B), L.P. (7",40000499,אירו,30/06/13,"12,198,320.00",100.00,"52,277.12",0.00,1.53,0.03,,,,,
,"Partners Group European Mezzanine 2008, L.P. (4",40000507,אירו,30/06/13,"17,115,243.00",100.00,"73,349.09",0.00,2.15,0.04,,,,,
,"Partners Group European SMC Buyout 2011, L.P. Inc",40000515,אירו,30/06/13,"14,513,665.00",100.00,"62,199.76",0.00,1.82,0.03,,,,,
,"Pooling Blackstone Capital Partners V, L.P",40000689,אירו,30/06/13,"823,331.00",100.00,"3,528.47",0.00,0.10,0.00,,,,,
,"Pooling Carlyle Partners V, L.P",40000697,אירו,30/06/13,"2,129,239.00",100.00,"9,125.07",0.00,0.27,0.00,,,,,
,"Pooling KKR 2006 Fund, L.P",40000705,אירו,30/06/13,"1,253,173.00",100.00,"5,370.60",0.00,0.16,0.00,,,,,
,Pooling Project Bonhomme,41000852,אירו,31/12/13,"4,467,158.00",100.00,"19,144.45",0.00,0.56,0.01,,,,,
,Pooling Project Cirrus,40000713,אירו,30/06/13,"1,019,807.00",100.00,"4,370.48",0.00,0.13,0.00,,,,,
,Pooling Project Dallas III,40000721,אירו,30/06/13,"2,206,348.00",100.00,"9,455.52",0.00,0.28,0.00,,,,,
,Pooling Project GPG,40000739,אירו,30/06/13,"899,315.00",100.00,"3,854.10",0.00,0.11,0.00,,,,,
,Pooling Project GT,40000747,אירו,30/06/13,"1,570,980.00",100.00,"6,732.59",0.00,0.20,0.00,,,,,
,Pooling Project Hg,40000804,אירו,30/09/13,"2,114,233.00",100.00,"9,060.76",0.00,0.27,0.00,,,,,
,Pooling Project Madrid,41000860,אירו,31/12/15,"1,661,072.00",100.00,"7,118.69",0.00,0.21,0.00,,,,,
,Pooling Project Poseidon,41000855,אירו,31/12/14,"4,424,333.00",100.00,"18,960.92",0.00,0.56,0.01,,,,,
,Pooling Project Roadrunner,41000856,אירו,31/12/14,"1,763,828.00",100.00,"7,559.06",0.00,0.22,0.00,,,,,
,Pooling Project Wallaby 5,40000754,אירו,30/06/13,"945,111.00",100.00,"4,050.37",0.00,0.12,0.00,,,,,
,Pooling Project Wallaby 5,41000853,אירו,30/06/13,"2,721,920.00",100.00,"11,665.06",0.00,0.34,0.01,,,,,
,Pooling Vitruvian Investment Partnership II,41000848,אירו,30/06/14,"2,318,101.00",100.00,"9,934.45",0.00,0.29,0.01,,,,,
,"ProA Capital Iberian Buyout Fund II, F.C.R",41000857,אירו,31/12/14,"480,818.00",100.00,"2,060.59",0.00,0.06,0.00,,,,,
,"Third Cinven Fund (No.4), L.P. (2",40000762,אירו,30/06/13,"38,594.00",100.00,165.40,0.00,0.00,0.00,,,,,
,Trilantic Capital Partners IV (Europe) L.P. (1,40000770,אירו,30/06/13,"845,724.00",100.00,"3,624.43",0.00,0.11,0.00,,,,,
,"Warburg Pincus Private Equity IX, L.P. (2",40000788,אירו,30/06/13,"70,911.00",100.00,303.90,0.00,0.01,0.00,,,,,
,"Warburg Pincus Private Equity X, L.P. (3",40000796,אירו,30/06/13,"453,323.00",100.00,"1,942.76",0.00,0.06,0.00,,,,,
,מאזני Amitim Fund I נטו,40000861,אירו,30/06/13,"637,292.33",100.00,"2,731.18",0.00,0.08,0.07,,,,,
,Advent International GPE VII- Advent International,60316858,דולר אמריקאי,06/12/12,"8,420,500.00",105.79,"33,546.31",0.00,0.98,0.02,,,,,
,HL International Feeder H-Aion- Aion,60312816,דולר אמריקאי,23/08/13,"2,724,169.00",76.06,"7,803.30",0.00,0.23,0.00,,,,,
,American Industrial Partners  VI- AIP,60395118,דולר אמריקאי,21/01/16,"159,650.67",47.22,283.93,0.00,0.01,0.00,,,,,
,American Securities Opportunities II- American Securities,9840579,דולר אמריקאי,08/02/10,"12,582,914.44",90.80,"43,026.73",0.00,1.26,0.02,,,,,
,American Securities Opportunities III- American Securities,60335809,דולר אמריקאי,18/12/14,"6,720,972.00",87.69,"22,195.07",0.00,0.65,0.01,,,,,
,American Securities V- American Securities,9840543,דולר אמריקאי,02/10/08,"7,619,570.00",52.06,"14,938.52",0.00,0.44,0.01,,,,,
,American Securities VI- American Securities,60287034,דולר אמריקאי,18/11/11,"21,068,128.06",141.35,"112,150.09",0.00,3.29,0.06,,,,,
,Apax Europe VII - B- Apax,9840622,אירו,13/08/07,"9,925,000.00",53.65,"22,819.55",0.00,0.67,0.01,,,,,
,Apollo VII- Apollo,9840629,דולר אמריקאי,28/01/08,"12,487,321.31",37.53,"17,650.60",0.00,0.52,0.01,,,,,
,Apollo VIII- Apollo,60344975,דולר אמריקאי,11/12/13,"8,687,553.14",89.42,"29,254.52",0.00,0.86,0.02,,,,,
,Avenue V- Avenue,9840642,דולר אמריקאי,05/06/07,"10,000,000.00",0.08,29.79,0.00,0.00,0.00,,,,,
,Baring Vostok V- Baring Vostok,60302569,דולר אמריקאי,23/08/12,"4,192,496.58",52.33,"8,261.56",0.00,0.24,0.00,,,,,
,BC European Partners IX- BC Partners,60294154,אירו,05/03/12,"7,615,188.67",81.47,"26,587.84",0.00,0.78,0.01,,,,,
,Blackstone Energy- Blackstone,9988718,דולר אמריקאי,31/10/11,"17,960,836.91",115.06,"77,828.12",0.00,2.28,0.04,,,,,
,Blackstone V- Blackstone,9840631,דולר אמריקאי,12/04/07,"8,920,555.00",45.44,"15,266.62",0.00,0.45,0.01,,,,,
,Blackstone VI- Blackstone,60265089,דולר אמריקאי,26/01/11,"11,387,937.62",120.78,"51,797.86",0.00,1.52,0.03,,,,,
,Bridgepoint IV- Bridgepoint,60199585,אירו,17/11/08,"9,723,059.18",81.97,"34,156.11",0.00,1.00,0.02,,,,,
,Castlelake IV- Castlelake,60397551,דולר אמריקאי,10/12/15,"3,411,306.00",100.00,"12,846.98",0.00,0.38,0.01,,,,,
,CDH Fund V- CDH,60323052,דולר אמריקאי,02/12/13,"4,284,933.00",104.59,"16,878.07",0.00,0.49,0.01,,,,,
,Clessidra Capital Prtners III- Clessidra,41000859,אירו,30/09/15,"2,901,900.00",100.00,"12,436.38",0.00,0.36,0.01,,,,,
,Clessidra II- Clessidra,9840558,אירו,02/10/08,"6,786,251.99",28.71,"8,349.02",0.00,0.24,0.00,,,,,
,Coller International V- Coller,9840586,דולר אמריקאי,21/12/06,"2,680,125.00",40.46,"4,083.71",0.00,0.12,0.00,,,,,
,Coller International VI- Coller,60303385,דולר אמריקאי,22/06/12,"12,955,346.63",111.98,"54,635.10",0.00,1.60,0.03,,,,,
,Coller International VII- Coller,60397650,דולר אמריקאי,21/01/16,"1,016,608.39",65.55,"2,509.65",0.00,0.07,0.00,,,,,
,Creador II- Creador,60372851,דולר אמריקאי,13/11/14,"12,480,000.01",109.98,"51,691.99",0.00,1.51,0.03,,,,,
,CVC European Equity Partners V- CVC,9840544,אירו,21/07/08,"9,535,720.87",58.83,"24,042.90",0.00,0.70,0.01,,,,,
,Elysian Capital II- Elysian,60391323,לירה שטרלינג,04/08/15,"340,584.87",69.29,"1,280.64",0.00,0.04,0.00,,,,,
,Energy Capital Partners II- Energy Capital Partners,9840771,דולר אמריקאי,05/08/10,"13,219,005.00",69.44,"34,568.06",0.00,1.01,0.02,,,,,
,Energy Capital Partners III- Energy Capital Partners,60350733,דולר אמריקאי,22/04/14,"7,109,616.00",88.45,"23,681.31",0.00,0.69,0.01,,,,,
,Enhanced Equity Fund II- Enhanced Equity,9840553,דולר אמריקאי,27/05/10,"11,823,133.01",58.13,"25,883.32",0.00,0.76,0.01,,,,,
,Ethos PE VI- Ethos,60311032,דולר אמריקאי,29/01/13,"4,444,348.03",68.63,"11,487.29",0.00,0.34,0.01,,,,,
,Gavea Investment V- Gavea,60357506,דולר אמריקאי,06/11/14,"1,950,000.00",77.13,"5,664.02",0.00,0.17,0.00,,,,,
,GEMS Progressive Multy STR- GEMS Investment,KYG378821345,דולר אמריקאי,26/11/13,308.55,"10,000.00",116.20,0.00,0.00,0.00,,,,,
,Gores Small Cap- Gores,60293396,דולר אמריקאי,18/04/12,"4,308,579.00",68.36,"11,092.64",0.00,0.33,0.01,,,,,
,Gridiron Capital II- Gridiron Capital,60304870,דולר אמריקאי,03/07/12,"9,447,917.51",103.16,"36,706.42",0.00,1.08,0.02,,,,,
,Gridiron Capital III- Gridiron Capital,60391331,דולר אמריקאי,14/08/15,"1,998,302.00",94.80,"7,133.94",0.00,0.21,0.00,,,,,
,H.I.G.Opportunity Fund II- H.I.G. Opportunity Fund II,9840770,דולר אמריקאי,27/07/10,"13,455,780.34",71.22,"36,090.56",0.00,1.06,0.02,,,,,
,Hahn   Co. II- Hahn   Co.,60374196,דולר אמריקאי,05/01/15,"4,918,034.00",89.96,"16,662.42",0.00,0.49,0.01,,,,,
,Hamilton Lane Co-Investment- Hamilton Lane,9840644,דולר אמריקאי,12/06/06,"4,802,621.00",44.62,"8,070.85",0.00,0.24,0.00,,,,,
,Hamilton Lane Co-Investment II- Hamilton Lane,9840643,דולר אמריקאי,11/02/08,"13,618,820.00",76.41,"39,191.42",0.00,1.15,0.02,,,,,
,Hamilton Lane Secondary II- Hamilton Lane,9840569,דולר אמריקאי,27/02/09,"8,796,750.08",21.44,"7,101.87",0.00,0.21,0.00,,,,,
,HL International Feeder H1-A- Hamilton Lane,60337086,דולר אמריקאי,29/08/13,"61,495,775.00",120.45,"278,964.07",0.00,8.17,0.14,,,,,
,HL International Feeder H1-B- Hamilton Lane,60395779,דולר אמריקאי,19/06/15,"25,048,440.00",98.62,"93,033.84",0.00,2.73,0.05,,,,,
,HL International Feeder H2-Secondary- Hamilton Lane,60337078,דולר אמריקאי,27/09/13,"20,094,992.00",122.81,"92,937.71",0.00,2.72,0.05,,,,,
,Secondary SPV-2- Hamilton Lane,60294162,דולר אמריקאי,27/02/12,"4,576,997.00",37.58,"6,477.79",0.00,0.19,0.00,,,,,
,Secondary SPV-4-Providence- Hamilton Lane,60333382,דולר אמריקאי,27/06/13,"11,061,182.00",71.40,"29,741.89",0.00,0.87,0.02,,,,,
,HarborVest VI Asia Pacific- Harbourvest,9840574,דולר אמריקאי,27/10/09,"29,970,000.00",97.74,"110,311.60",0.00,3.23,0.06,,,,,
,High Road Capital II- HighRoad,60328044,דולר אמריקאי,03/05/13,"4,907,381.00",97.17,"17,958.94",0.00,0.53,0.01,,,,,
,ICG VI- ICG Europe VI LP,60385416,אירו,22/04/15,"250,480.00",48.21,517.55,0.00,0.02,0.00,,,,,
,IDG China Capital Fund III- IDG China Capital Fund,60392545,דולר אמריקאי,11/09/15,"1,540,000.00",96.94,"5,622.10",0.00,0.16,0.00,,,,,
,Insight Equity III- Insight Equity,60346236,דולר אמריקאי,08/09/14,"2,765,728.00",74.15,"7,722.95",0.00,0.23,0.00,,,,,
,J.H. Whitney VII- J.H. Whitney,9840767,דולר אמריקאי,13/10/10,"16,624,993.00",90.36,"56,575.96",0.00,1.66,0.03,,,,,
,Kohlberg Investors VI. L.P- Kohlberg,9840668,דולר אמריקאי,11/10/07,"8,617,536.00",19.37,"6,285.26",0.00,0.18,0.00,,,,,
,Kohlberg Investors VII- Kohlberg,9988726,דולר אמריקאי,27/06/12,"10,430,842.00",95.27,"37,424.01",0.00,1.10,0.02,,,,,
,Kohlberg IV Secondary- Kohlberg,60300936,דולר אמריקאי,15/05/12,"684,188.20",82.82,"2,134.04",0.00,0.06,0.00,,,,,
,Kohlberg V Secondary- Kohlberg,60300944,דולר אמריקאי,15/05/12,"2,894,695.84",41.93,"4,570.95",0.00,0.13,0.00,,,,,
,Kohlberg VI Secondary- Kohlberg,60297710,דולר אמריקאי,02/04/12,"3,450,560.20",24.14,"3,137.04",0.00,0.09,0.00,,,,,
,KPS SS III- KPS Special Situations,9840602,דולר אמריקאי,27/08/09,"6,185,256.78",83.76,"19,510.99",0.00,0.57,0.01,,,,,
,KPS SS IV- KPS Special Situations,60344397,דולר אמריקאי,08/05/14,"838,743.10",120.62,"3,810.09",0.00,0.11,0.00,,,,,
,Levine Leichtman V- Levine Leichtman,60333663,דולר אמריקאי,15/07/13,"5,982,103.75",107.89,"24,306.74",0.00,0.71,0.01,,,,,
,Lindsay Goldberg III- Lindsay Goldberg,9840550,דולר אמריקאי,23/04/09,"14,005,672.00",69.45,"36,631.18",0.00,1.07,0.02,,,,,
,NG Capital II- NG Capital,60323060,דולר אמריקאי,24/07/13,"1,780,798.00",92.56,"6,207.80",0.00,0.18,0.00,,,,,
,Odyssey Investment Partners IV- Odyssey Investment,9840568,דולר אמריקאי,19/03/09,"6,916,099.37",72.80,"18,961.82",0.00,0.56,0.01,,,,,
,Pantheon Europe VI- Pantheon,9840565,אירו,12/11/08,"23,896,000.00",87.37,"89,470.28",0.00,2.62,0.05,,,,,
,Platinum Equity III- Platinum Equity,60289782,דולר אמריקאי,06/01/12,"9,114,960.00",81.52,"27,981.67",0.00,0.82,0.01,,,,,
,Ridgemont Equity I- Ridgemont Equity,60318607,דולר אמריקאי,28/12/12,"13,979,969.72",93.57,"49,263.42",0.00,1.44,0.03,,,,,
,SSG Capital II- SSG Capital,60314341,דולר אמריקאי,20/11/12,"8,716,258.94",88.31,"28,989.71",0.00,0.85,0.01,,,,,
,SSG Capital III- SSG Capital,60353299,דולר אמריקאי,17/06/14,"4,382,600.44",84.91,"14,014.93",0.00,0.41,0.01,,,,,
,TPG Opportunity II- TPG,9988965,דולר אמריקאי,01/03/12,"10,559,400.00",72.13,"28,684.64",0.00,0.84,0.01,,,,,
,TZP Capital II- TZP Group,60334695,דולר אמריקאי,18/12/13,"4,026,997.60",111.36,"16,888.99",0.00,0.49,0.01,,,,,
,Warburg Pincus VIII- Warburg Pincus,9840650,דולר אמריקאי,29/06/06,"1,700,000.00",23.20,"1,485.43",0.00,0.04,0.00,,,,,
,Waterland PE Fund VI- Waterland,60385259,אירו,16/07/15,"332,383.71",59.87,852.83,0.00,0.02,0.00,,,,,
,Waterton Precious Metals II- Waterton,60341914,דולר אמריקאי,20/12/13,"8,340,134.00",105.10,"33,010.33",0.00,0.97,0.02,,,,,
,ZM Capital II- ZM Capital,60391299,דולר אמריקאי,18/08/15,"1,263,841.44",70.46,"3,353.82",0.00,0.10,0.00,,,,,
,"סה""כ קרנות השקעה אחרות בחו""ל",,,,"781,827,731.28",,"2,721,958.14",,79.76,1.41,,,,,
,"סה""כ בחו""ל",,,,"821,284,106.28",,"2,888,918.84",,84.65,1.49,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
