,"סה""כ מלווה קצר מועד",,,,,,0.46,,,0.10,"3,367,484,983.00",,"3,365,918.99",,10.37,1.74,,,,,
,שחר,,,,,,,,,,,,,,,,,,,,
,ממשלתי שקלי 0217- ממשלת ישראל,1101575,TASE,RF,מעלות,27/07/07,0.91,שקל חדש,5.53,0.10,"50,004,941.00",105.40,"52,705.21",0.28,0.16,0.03,,,,,
,ממשלתי שקלי 0324- ממשלת ישראל,1130848,TASE,RF,מעלות,29/07/15,7.14,שקל חדש,3.75,1.58,"591,867,960.00",116.18,"687,632.20",4.43,2.12,0.36,,,,,
,ממשלתי שקלי 0516- ממשלת ישראל,1127166,TASE,RF,מעלות,09/06/15,0.16,שקל חדש,2.50,0.10,"1,492,104.00",102.49,"1,529.26",0.02,0.00,0.00,,,,,
,ממשלתי שקלי 0816- ממשלת ישראל,1122019,TASE,RF,מעלות,06/09/11,0.42,שקל חדש,4.25,0.12,"186,849,349.00",104.21,"194,715.71",1.20,0.60,0.10,,,,,
,ממשלתי שקלי 1026- ממשלת ישראל,1099456,TASE,RF,מעלות,26/06/07,8.35,שקל חדש,6.25,1.89,"2,452,894,628.00",144.04,"3,533,149.42",14.64,10.88,1.83,,,,,
,ממשלתי שקלי 142- ממשלת ישראל,1125400,TASE,RF,מעלות,23/02/12,16.28,שקל חדש,5.50,2.93,"2,015,805,922.00",146.97,"2,962,629.96",14.15,9.13,1.53,,,,,
,"סה""כ שחר",,,,,,11.14,,,2.22,"5,298,914,904.00",,"7,432,361.75",,22.89,3.84,,,,,
,גילון,,,,,,,,,,,,,,,,,,,,
,ממשלתי משתנה 0520- ממשלת ישראל,1116193,TASE,RF,מעלות,23/04/10,4.16,שקל חדש,0.14,0.27,"2,037,442,823.00",99.32,"2,023,588.21",11.06,6.23,1.05,,,,,
,ממשלתי משתנה 1121- ממשלת ישראל,1127646,TASE,RF,מעלות,27/05/14,5.65,שקל חדש,0.14,0.29,"869,701,732.00",98.99,"860,917.74",8.66,2.65,0.45,,,,,
,"סה""כ גילון",,,,,,4.60,,,0.28,"2,907,144,555.00",,"2,884,505.96",,8.88,1.49,,,,,
,"סה""כ לא צמודות",,,,,,7.13,,,1.29,"11,573,544,442.00",,"13,682,786.70",,42.15,7.08,,,,,
,צמודות לדולר,,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ צמודות לדולר",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בישראל",,,,,,12.62,,,1.12,"22,166,285,988.00",,"30,610,290.31",,94.29,15.83,,,,,
,"בחו""ל",,,,,,,,,,,,,,,,,,,,
,"אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,,,,,,,,,,,,,,,
,ISRAEL 4 1/2 01/43- ממשלת ישראל,US4651387N91,אחר,A+,S P,28/08/13,15.69,דולר אמריקאי,4.50,4.49,"13,192,000.00",107.01,"53,165.70",0.00,0.16,0.03,,,,,
,ISRAEL 4% 30.06.22- ממשלת ישראל,US46513AGA25,אחר,A+,S P,09/02/12,5.82,דולר אמריקאי,4.00,2.73,"56,192,000.00",110.69,"234,249.62",3.75,0.72,0.12,,,,,
,ISRAEL 4.625 03/20- ממשלת ישראל,XS0495946070,אחר,A+,S P,20/06/11,3.83,אירו,4.63,0.58,"204,721,000.00",116.69,"1,023,815.11",13.65,3.15,0.53,,,,,
,ISRAEL 5 1/8 03/19- ממשלת ישראל,US46513E5Y48,אחר,A+,S P,20/06/11,3.00,דולר אמריקאי,5.13,1.76,"58,789,600.00",110.39,"244,416.21",0.00,0.75,0.13,,,,,
,ISRAEL 6 7/8 10/34- ממשלת ישראל,XS0103500855,אחר,A+,S P,20/06/11,12.22,לירה שטרלינג,6.88,3.83,"2,980,000.00",143.65,"23,230.58",0.00,0.07,0.01,,,,,
,ISRAEL 7 1/4 12/28- ממשלת ישראל,US465138ZR91,אחר,A+,S P,20/06/11,9.30,דולר אמריקאי,7.25,3.63,"52,902,000.00",138.57,"276,078.70",21.16,0.85,0.14,,,,,
,"סה""כ אג""ח של ממשלת ישראל שהונפקו בחו""ל",,,,,,5.23,,,1.61,"388,776,600.00",,"1,854,955.92",,5.71,0.96,,,,,
,"אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,,,,,,,,,,,,,,,
,0,0,,0,,,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
,"סה""כ אג""ח שהנפיקו ממשלות זרות בחו""ל",,,,,,0.00,,,0.00,0.00,,0.00,,0.00,0.00,,,,,
,"סה""כ בחו""ל",,,,,,5.23,,,1.61,"388,776,600.00",,"1,854,955.92",,5.71,0.96,,,,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
